鄉鎮市區,村里,納稅單位,綜合所得總額,平均數,中位數,第一分位數,第三分位數,標準差,變異係數
寶山鄉,合計,4115,5362780,1303,696,391,1375,"2316.31","177.74"
北埔鄉,水磜村,221,138484,627,504,319,836,"471.22","75.20"
北埔鄉,南興村,369,261051,707,521,321,874,"619.20","87.53"
北埔鄉,大湖村,150,117734,785,597,326,1013,"705.23","89.85"
北埔鄉,埔尾村,777,597625,769,596,374,1006,"643.37","83.65"
北埔鄉,南坑村,78,63289,811,529,364,855,"1028.95","126.81"
北埔鄉,北埔村,330,250380,759,574,370,993,"607.15","80.02"
北埔鄉,南埔村,109,76878,705,527,332,801,"638.43","90.52"
北埔鄉,大林村,240,167855,699,560,369,863,"581.30","83.11"
北埔鄉,外坪村,67,62818,938,533,296,810,"1835.80","195.80"
北埔鄉,其他,0,0,0,0,0,0,"0.00","0.00"
北埔鄉,合計,2341,1736115,742,553,354,934,"698.94","94.25"
峨眉鄉,峨眉村,241,189298,785,624,378,895,"672.51","85.62"
峨眉鄉,富興村,342,264570,774,564,354,963,"690.66","89.28"
峨眉鄉,中盛村,196,148077,755,546,373,854,"903.94","119.65"
峨眉鄉,石井村,147,102955,700,546,344,866,"576.80","82.36"
峨眉鄉,七星村,133,104420,785,590,375,947,"694.72","88.49"
峨眉鄉,湖光村,212,129252,610,503,310,779,"465.98","76.43"
峨眉鄉,其他,0,0,0,0,0,0,"0.00","0.00"
峨眉鄉,合計,1271,938571,738,558,353,884,"683.71","92.59"
尖石鄉,新樂村,213,147734,694,533,351,853,"682.49","98.40"
尖石鄉,嘉樂村,191,132422,693,553,417,808,"467.28","67.40"
尖石鄉,義興村,105,72246,688,580,352,985,"465.54","67.66"
尖石鄉,梅花村,82,46447,566,507,322,703,"363.44","64.16"
尖石鄉,錦屏村,174,115791,665,516,317,758,"657.64","98.82"
尖石鄉,玉峰村,174,93484,537,467,318,714,"338.69","63.04"
尖石鄉,秀巒村,197,135404,687,557,366,888,"497.79","72.42"
尖石鄉,其他,1,502,502,502,502,502,"0.00","0.00"
尖石鄉,合計,1137,744029,654,530,349,806,"531.34","81.20"
五峰鄉,大隘村,242,153172,633,509,334,797,"478.25","75.56"
五峰鄉,桃山村,215,147767,687,572,313,850,"659.85","96.01"
五峰鄉,花園村,112,65963,589,477,352,777,"446.16","75.76"
五峰鄉,竹林村,60,40434,674,561,361,877,"497.31","73.79"
五峰鄉,其他,0,0,0,0,0,0,"0.00","0.00"
五峰鄉,合計,629,407335,648,516,334,831,"543.93","83.99"
其他,其他,37,53171,1437,1269,523,1830,"1218.37","84.78"
其他,合計,37,53171,1437,1269,523,1830,"1218.37","84.78"
