鄉鎮市區,村里,納稅單位,綜合所得總額,平均數,中位數,第一分位數,第三分位數,標準差,變異係數
太麻里鄉,合計,1498,949016,634,534,333,781,474.45,74.89
東河鄉,東河村,187,111641,597,498,318,764,417.89,70.00
東河鄉,泰源村,195,112538,577,458,300,763,415.32,71.97
東河鄉,北源村,178,100923,567,517,325,696,366.47,64.63
東河鄉,隆昌村,68,38364,564,544,287,797,368.91,65.39
東河鄉,興昌村,140,110384,788,476,296,883,1054.98,133.80
東河鄉,都蘭村,354,391797,1107,475,259,791,8013.09,724.01
東河鄉,尚德村,38,19078,502,452,256,568,490.27,97.65
東河鄉,其他,0,0,0,0,0,0,0.00,0.00
東河鄉,合計,1160,884724,763,492,287,773,4454.19,584.01
長濱鄉,樟原村,82,43354,529,488,320,687,346.03,65.45
長濱鄉,三間村,208,135099,650,486,299,803,624.08,96.08
長濱鄉,長濱村,354,207765,587,446,281,746,620.53,105.73
長濱鄉,忠勇村,73,39877,546,369,291,716,458.29,83.90
長濱鄉,竹湖村,139,73940,532,498,298,685,325.72,61.23
長濱鄉,寧埔村,207,116691,564,479,326,720,397.69,70.55
長濱鄉,其他,0,0,0,0,0,0,0.00,0.00
長濱鄉,合計,1063,616727,580,470,300,726,522.82,90.11
鹿野鄉,鹿野村,175,128245,733,588,388,933,570.47,77.85
鹿野鄉,永安村,251,165646,660,551,312,805,548.88,83.17
鹿野鄉,瑞源村,141,95615,678,575,361,813,482.70,71.18
鹿野鄉,瑞豐村,142,93591,659,540,363,769,513.76,77.95
鹿野鄉,龍田村,191,131903,691,509,302,861,670.73,97.12
鹿野鄉,瑞隆村,134,83421,623,496,326,741,537.06,86.27
鹿野鄉,瑞和村,111,69711,628,548,365,763,457.65,72.87
鹿野鄉,其他,1,427,427,427,427,427,0.00,0.00
鹿野鄉,合計,1146,768558,671,548,341,828,552.91,82.44
池上鄉,福原村,439,335004,763,557,343,1047,736.28,96.48
池上鄉,福文村,176,107486,611,479,324,757,499.70,81.82
池上鄉,慶豐村,108,69810,646,535,374,727,467.76,72.37
池上鄉,大坡村,42,29390,700,545,344,861,552.81,79.00
池上鄉,大埔村,158,111223,704,547,361,884,584.98,83.10
池上鄉,新興村,145,94410,651,476,322,756,572.58,87.94
池上鄉,錦園村,55,32774,596,555,357,764,373.46,62.67
池上鄉,萬安村,52,32255,620,463,322,692,466.90,75.27
池上鄉,富興村,54,32473,601,502,319,802,420.76,69.97
池上鄉,振興村,47,28532,607,492,338,783,431.14,71.02
池上鄉,其他,0,0,0,0,0,0,0.00,0.00
池上鄉,合計,1276,873356,684,529,338,866,600.63,87.75
綠島鄉,中寮村,284,238329,839,673,357,1095,689.19,82.13
綠島鄉,公館村,221,182278,825,694,405,1018,969.78,117.58
綠島鄉,南寮村,362,296999,820,666,366,1105,618.68,75.41
綠島鄉,其他,0,0,0,0,0,0,0.00,0.00
綠島鄉,合計,867,717606,828,680,380,1088,744.16,89.91
延平鄉,桃源村,217,143970,663,546,303,864,511.08,77.03
延平鄉,紅葉村,93,66299,713,584,366,961,512.57,71.90
延平鄉,武陵村,118,83931,711,596,390,936,479.21,67.37
延平鄉,永康村,52,35954,691,588,381,839,413.13,59.75
延平鄉,鸞山村,113,63908,566,454,285,709,414.97,73.37
延平鄉,其他,0,0,0,0,0,0,0.00,0.00
延平鄉,合計,593,394063,665,559,326,861,481.18,72.41
海端鄉,海端村,221,145717,659,553,388,807,445.68,67.59
海端鄉,崁頂村,143,90574,633,561,371,818,396.80,62.65
海端鄉,加拿村,91,60727,667,577,385,939,367.65,55.09
海端鄉,霧鹿村,45,29320,652,596,450,809,342.51,52.57
海端鄉,利稻村,46,32074,697,616,434,834,371.90,53.34
海端鄉,廣原村,148,92791,627,586,362,770,382.70,61.04
海端鄉,其他,0,0,0,0,0,0,0.00,0.00
海端鄉,合計,694,451202,650,578,381,818,400.95,61.67
達仁鄉,土?村,129,83306,646,596,397,787,412.38,63.86
達仁鄉,臺?村,78,44790,574,494,348,717,332.26,57.86
達仁鄉,新化村,39,25960,666,515,389,985,394.66,59.29
達仁鄉,安朔村,121,88838,734,608,398,1008,488.00,66.47
達仁鄉,森永村,83,55829,673,571,391,881,389.44,57.90
達仁鄉,南田村,65,43967,676,524,404,837,447.51,66.16
達仁鄉,其他,0,0,0,0,0,0,0.00,0.00
達仁鄉,合計,515,342690,665,568,388,857,421.46,63.34
金峰鄉,嘉蘭村,187,119036,637,552,366,789,409.05,64.26
金峰鄉,歷坵村,30,19314,644,590,389,742,387.39,60.17
金峰鄉,新興村,99,79726,805,679,465,965,554.49,68.85
金峰鄉,賓茂村,52,41868,805,702,484,1049,457.29,56.80
金峰鄉,正興村,110,89557,814,702,423,1016,663.67,81.52
金峰鄉,其他,0,0,0,0,0,0,0.00,0.00
金峰鄉,合計,478,349501,731,622,395,888,517.55,70.78
蘭嶼鄉,紅頭村,270,218453,809,637,437,998,665.48,82.25
蘭嶼鄉,東清村,194,121358,626,540,347,823,418.11,66.84
蘭嶼鄉,朗島村,111,68288,615,546,350,788,406.49,66.07
蘭嶼鄉,椰油村,189,142926,756,654,374,1007,507.43,67.10
蘭嶼鄉,其他,0,0,0,0,0,0,0.00,0.00
蘭嶼鄉,合計,764,551025,721,596,372,913,542.79,75.26
其他,其他,9,6405,712,442,259,597,767.07,107.79
其他,合計,9,6405,712,442,259,597,767.07,107.79
