statistic_yyy,site_id,village,household_single_total,home_group_02,home_group_03,home_group_04,home_group_05,home_group_06,home_group_07,home_group_08,home_group_09,home_group_10up,household_business_total
統計年,區域別,村里,1人家戶,2人家戶,3人家戶,4人家戶,5人家戶,6人家戶,7人家戶,8人家戶,9人家戶,10人以上家戶,共同事業戶
106,桃園市八德區,大順里,240,184,184,211,92,37,30,10,9,7,0
106,桃園市龍潭區,黃唐里,457,306,302,299,171,83,54,31,16,18,0
106,桃園市龍潭區,中山里,925,373,356,345,189,117,52,24,20,17,0
106,桃園市龍潭區,烏林里,422,280,294,256,157,62,43,24,5,9,0
106,桃園市龍潭區,高平里,297,192,183,199,109,74,33,22,12,17,0
106,桃園市龍潭區,凌雲里,416,267,238,241,131,72,42,10,14,9,0
106,桃園市龍潭區,八德里,460,288,271,275,171,76,28,19,11,8,0
106,桃園市龍潭區,三水里,89,59,37,26,29,13,12,1,1,2,0
106,桃園市龍潭區,上林里,466,303,273,293,170,90,49,22,9,11,0
106,桃園市龍潭區,中正里,522,422,486,451,198,99,49,30,9,16,0
106,桃園市龍潭區,龍潭里,206,107,104,112,73,41,22,12,7,12,0
106,桃園市龍潭區,高原里,483,302,300,268,162,82,46,30,14,16,0
106,桃園市龍潭區,九龍里,470,267,283,251,121,63,31,17,6,7,0
106,桃園市龍潭區,中興里,429,358,367,312,155,66,39,13,7,3,0
106,桃園市龍潭區,佳安里,415,410,283,219,98,45,20,17,6,8,0
106,桃園市龍潭區,三和里,440,217,181,153,57,29,13,7,6,5,0
106,桃園市龍潭區,三坑里,199,106,89,64,59,34,20,4,4,8,0
106,桃園市龍潭區,大平里,595,214,130,91,49,26,11,7,1,7,0
106,桃園市龍潭區,三林里,341,244,263,240,85,27,19,9,8,5,0
106,桃園市龍潭區,永興里,262,228,207,207,104,49,24,13,6,7,0
106,桃園市龍潭區,烏樹林里,267,169,144,127,91,54,25,13,8,7,0
106,桃園市龍潭區,百年里,682,382,404,306,133,55,11,2,3,3,0
106,桃園市龍潭區,龍祥里,387,254,262,243,134,60,28,25,9,7,0
106,桃園市龍潭區,聖德里,323,229,224,215,118,53,20,14,3,5,0
106,桃園市龍潭區,龍星里,384,278,336,284,158,74,48,15,13,14,0
106,桃園市龍潭區,上華里,327,267,276,257,116,49,30,14,8,5,0
106,桃園市龍潭區,武漢里,275,204,211,204,101,37,29,15,6,10,0
106,桃園市龍潭區,東興里,438,457,370,282,113,54,26,10,7,8,0
106,桃園市龍潭區,北興里,294,182,194,158,76,32,26,10,8,1,0
106,桃園市龍潭區,建林里,380,296,320,285,116,64,34,14,5,5,0
106,桃園市龍潭區,富林里,424,262,269,249,114,56,22,17,12,4,0
106,桃園市平鎮區,雙連里,515,364,342,349,181,92,41,22,8,12,0
106,桃園市平鎮區,高雙里,372,312,346,310,156,66,54,25,7,6,0
106,桃園市平鎮區,復旦里,523,444,562,480,185,65,38,9,4,8,0
106,桃園市平鎮區,廣興里,759,507,481,368,164,86,53,13,8,8,0
106,桃園市平鎮區,義民里,687,471,447,398,161,64,30,19,4,8,0
106,桃園市平鎮區,宋屋里,359,252,324,297,131,65,38,19,7,5,0
106,桃園市平鎮區,新勢里,438,340,274,234,115,71,29,15,7,12,0
106,桃園市平鎮區,新富里,1565,626,565,419,155,62,25,9,4,2,0
106,桃園市平鎮區,北勢里,293,205,186,152,86,58,15,8,4,6,0
106,桃園市平鎮區,北興里,309,250,273,299,164,87,41,28,11,16,0
106,桃園市平鎮區,北貴里,359,259,340,321,152,59,35,20,9,8,0
106,桃園市平鎮區,平鎮里,407,316,320,302,147,97,56,23,7,10,0
106,桃園市平鎮區,南勢里,584,381,478,456,228,85,56,21,11,10,0
106,桃園市平鎮區,莊敬里,525,390,398,308,147,80,30,7,7,7,0
106,桃園市平鎮區,山峰里,227,180,172,162,89,39,17,12,6,6,0
106,桃園市平鎮區,湧光里,529,403,402,375,186,113,55,21,11,13,0
106,桃園市平鎮區,龍恩里,394,251,200,196,101,44,22,10,7,3,0
106,桃園市平鎮區,東社里,392,268,250,212,132,66,23,13,11,7,0
106,桃園市平鎮區,龍興里,292,203,214,171,101,41,20,14,6,9,0
106,桃園市平鎮區,貿易里,265,161,172,181,73,30,6,7,3,3,0
106,桃園市平鎮區,忠貞里,276,102,84,69,31,7,3,2,2,0,0
106,桃園市平鎮區,中正里,221,154,147,131,54,25,11,4,1,1,0
106,桃園市平鎮區,建安里,339,279,285,299,144,95,52,26,8,15,0
106,桃園市平鎮區,東勢里,558,345,403,376,196,99,59,25,17,19,0
106,桃園市平鎮區,東安里,320,243,190,192,109,47,20,12,5,8,0
106,桃園市平鎮區,新安里,423,323,314,311,138,96,31,19,6,6,0
106,桃園市平鎮區,鎮興里,371,220,209,199,107,59,22,10,11,8,0
106,桃園市平鎮區,義興里,717,508,536,528,214,109,50,27,17,13,0
106,桃園市平鎮區,湧豐里,211,136,135,113,63,33,24,8,5,1,0
106,桃園市平鎮區,湧安里,436,316,381,343,177,65,43,15,6,10,0
106,桃園市平鎮區,廣達里,469,296,271,261,145,72,26,11,12,4,0
106,桃園市平鎮區,福林里,339,243,227,238,118,52,38,13,9,9,0
106,桃園市平鎮區,金星里,755,504,501,516,185,85,44,16,6,12,0
106,桃園市平鎮區,廣仁里,454,308,378,333,148,75,29,15,6,7,0
106,桃園市平鎮區,新貴里,291,204,234,217,127,48,34,13,8,8,0
106,桃園市平鎮區,北富里,303,275,302,298,137,64,38,20,11,4,0
106,桃園市平鎮區,新榮里,494,379,432,386,166,90,36,17,5,7,0
106,桃園市平鎮區,華安里,451,348,341,321,174,79,31,15,9,5,0
106,桃園市平鎮區,金陵里,371,229,223,229,88,44,19,13,5,2,0
106,桃園市平鎮區,北安里,223,125,123,92,57,27,13,11,5,4,0
106,桃園市平鎮區,北華里,422,297,309,300,126,62,30,12,7,5,0
106,桃園市平鎮區,復興里,435,375,461,436,162,88,43,17,14,15,0
106,桃園市平鎮區,平興里,716,494,553,504,152,62,22,10,3,5,0
106,桃園市平鎮區,新英里,586,349,379,291,65,33,16,5,3,1,0
106,桃園市平鎮區,平安里,554,392,376,305,178,74,54,16,10,15,0
106,桃園市平鎮區,平南里,701,468,539,567,225,116,59,19,12,7,0
106,桃園市新屋區,新屋里,337,195,191,158,126,58,38,14,10,13,0
106,桃園市新屋區,新生里,366,257,261,279,164,85,44,30,15,16,0
106,桃園市新屋區,後湖里,159,80,97,88,51,24,28,13,9,11,0
106,桃園市新屋區,清華里,463,249,246,246,140,88,52,28,11,9,0
106,桃園市新屋區,頭洲里,491,290,286,250,142,88,46,15,12,9,0
106,桃園市新屋區,埔頂里,226,163,144,158,107,59,23,11,12,14,0
106,桃園市新屋區,九斗里,247,142,131,153,82,52,30,14,8,7,0
106,桃園市新屋區,社子里,177,94,70,77,50,31,14,7,5,6,0
106,桃園市新屋區,東明里,167,86,96,65,48,29,29,11,4,4,0
106,桃園市新屋區,石磊里,202,132,98,111,48,45,32,19,15,8,0
106,桃園市新屋區,下埔里,123,59,47,45,21,10,9,4,0,0,0
106,桃園市新屋區,下田里,230,148,111,102,52,32,15,10,5,4,0
106,桃園市新屋區,石牌里,133,82,60,51,30,19,7,2,1,3,0
106,桃園市新屋區,赤欄里,148,100,70,73,49,30,10,12,4,8,0
106,桃園市新屋區,永興里,286,128,54,44,27,10,2,3,1,1,0
106,桃園市新屋區,永安里,256,156,118,125,89,47,27,15,8,5,0
106,桃園市新屋區,笨港里,157,77,49,40,33,24,17,8,1,4,0
106,桃園市新屋區,深圳里,123,67,27,25,19,10,4,2,7,4,0
106,桃園市新屋區,蚵間里,118,71,51,53,23,23,9,4,2,3,0
106,桃園市新屋區,?榔里,162,75,67,63,34,22,13,7,3,2,0
106,桃園市新屋區,後庄里,143,76,67,56,32,20,13,7,1,8,0
106,桃園市新屋區,大坡里,180,88,83,74,40,26,13,11,6,4,0
106,桃園市新屋區,望間里,194,138,82,57,36,30,15,11,4,7,0
106,桃園市觀音區,觀音里,478,216,194,182,96,48,23,7,6,6,0
106,桃園市觀音區,白玉里,226,96,74,61,33,20,5,2,2,2,0
106,桃園市觀音區,廣興里,210,102,92,82,36,21,16,7,5,8,0
106,桃園市觀音區,大潭里,268,139,127,103,53,28,10,7,5,1,0
106,桃園市觀音區,武威里,122,70,54,46,30,14,15,6,1,5,0
106,桃園市觀音區,保生里,306,164,148,120,51,36,22,12,8,8,0
106,桃園市觀音區,三和里,110,80,46,38,31,11,12,4,0,6,0
106,桃園市觀音區,新興里,97,44,39,34,27,8,12,6,4,2,0
106,桃園市觀音區,坑尾里,198,120,105,98,57,19,11,6,8,11,0
106,桃園市觀音區,金湖里,291,184,159,171,94,66,22,9,7,11,0
106,桃園市觀音區,藍埔里,318,184,169,150,79,51,22,8,11,12,0
106,桃園市觀音區,大同里,329,227,227,211,121,47,38,23,12,12,0
106,桃園市觀音區,大堀里,182,94,91,99,58,30,20,7,4,3,0
106,桃園市觀音區,崙坪里,539,310,327,306,186,87,55,25,9,17,0
106,桃園市觀音區,富源里,474,308,292,309,124,60,31,14,7,2,0
106,桃園市觀音區,上大里,279,168,152,173,70,40,27,9,5,6,0
106,桃園市觀音區,新坡里,332,196,151,148,110,83,40,24,12,11,0
106,桃園市觀音區,廣福里,261,152,139,151,97,48,29,20,12,7,0
106,桃園市觀音區,塔腳里,133,73,55,38,40,31,9,8,7,7,0
106,桃園市觀音區,保障里,226,156,128,143,71,35,19,9,7,11,0
106,桃園市觀音區,草漯里,290,136,117,115,56,32,23,15,8,10,0
106,桃園市觀音區,樹林里,622,387,299,219,120,58,24,18,4,8,0
106,桃園市觀音區,富林里,202,144,165,110,62,32,30,15,10,7,0
106,桃園市觀音區,草新里,563,373,492,472,233,83,46,25,8,8,0
106,桃園市復興區,三民里,306,150,125,77,65,45,15,16,10,9,0
106,桃園市復興區,澤仁里,184,117,90,53,47,21,19,15,8,5,0
106,桃園市復興區,義盛里,72,46,32,30,21,21,13,5,5,6,0
106,桃園市復興區,霞雲里,93,44,27,24,17,13,5,11,1,1,0
106,桃園市復興區,長興里,79,51,25,24,25,10,11,5,5,6,0
106,桃園市復興區,三光里,61,39,31,36,22,19,12,3,6,6,0
106,桃園市復興區,奎輝里,56,41,40,39,18,11,8,10,4,10,0
106,桃園市復興區,華陵里,217,89,73,38,45,22,20,7,5,8,0
106,桃園市復興區,羅浮里,149,90,66,40,35,21,12,7,0,8,0
106,桃園市復興區,高義里,62,52,40,30,23,21,16,7,2,6,0
106,臺中市中　區,繼光里,336,200,138,71,38,20,5,2,6,3,0
106,臺中市中　區,大墩里,346,242,175,114,51,30,22,14,4,14,1
106,臺中市中　區,綠川里,383,181,143,88,40,17,6,7,8,8,0
106,臺中市中　區,公園里,333,178,119,57,34,19,10,5,2,6,1
106,臺中市中　區,光復里,400,237,169,93,65,24,12,8,11,4,0
106,臺中市中　區,柳川里,552,193,159,83,32,19,10,5,4,3,0
106,臺中市中　區,大誠里,530,276,198,136,53,25,12,6,6,6,0
106,臺中市中　區,中華里,524,234,167,93,34,21,9,4,2,5,0
106,臺中市東　區,新庄里,804,275,234,137,75,35,22,7,12,7,1
106,臺中市東　區,振興里,536,295,232,180,92,51,17,7,9,8,0
106,臺中市東　區,東橋里,442,284,286,232,112,63,35,15,7,10,0
106,臺中市東　區,東興里,414,254,184,207,94,51,15,5,4,6,0
106,臺中市東　區,干城里,473,215,143,109,50,18,11,7,1,1,0
106,臺中市東　區,泉源里,319,182,147,94,53,33,9,5,2,0,0
106,臺中市東　區,旱溪里,305,183,176,162,93,45,18,13,2,7,0
106,臺中市東　區,樂成里,269,184,175,125,73,31,22,9,5,7,0
106,臺中市東　區,東門里,596,423,446,469,255,127,71,37,14,14,0
106,臺中市東　區,十甲里,565,361,366,339,160,53,36,15,9,6,0
106,臺中市東　區,東南里,498,353,303,252,119,55,24,11,8,5,0
106,臺中市東　區,東勢里,446,249,205,151,71,40,17,7,2,9,2
106,臺中市東　區,合作里,611,393,351,253,149,65,29,8,8,3,0
106,臺中市東　區,富台里,383,207,139,98,29,12,4,5,5,0,0
106,臺中市東　區,富仁里,742,446,343,257,117,43,21,5,2,1,0
106,臺中市東　區,東信里,969,683,728,640,303,147,67,46,18,16,1
106,臺中市東　區,東英里,812,518,542,540,236,108,44,23,7,6,0
106,臺中市南　區,城隍里,676,334,269,214,80,46,20,20,10,7,1
106,臺中市南　區,國光里,666,372,327,250,95,36,22,12,6,5,0
106,臺中市南　區,南門里,664,357,289,230,87,38,9,6,6,5,0
106,臺中市南　區,德義里,533,276,240,179,71,20,10,10,2,4,0
106,臺中市南　區,積善里,388,218,194,169,85,37,12,7,3,5,1
106,臺中市南　區,江川里,490,254,223,201,71,35,13,8,3,1,0
106,臺中市南　區,新榮里,826,490,452,295,107,49,16,6,8,3,0
106,臺中市南　區,福興里,539,330,301,277,118,61,19,8,2,5,0
106,臺中市南　區,福平里,735,413,457,385,170,82,34,20,4,10,0
106,臺中市南　區,和平里,654,385,344,304,103,36,20,5,3,2,0
106,臺中市南　區,永興里,1101,688,762,669,208,71,37,22,4,2,0
106,臺中市南　區,樹義里,1308,894,1074,924,331,145,75,47,13,14,0
106,臺中市南　區,樹德里,1306,766,714,652,214,72,30,18,5,5,0
106,臺中市南　區,西川里,521,373,431,363,94,63,28,12,4,2,0
106,臺中市南　區,長春里,328,188,176,128,48,23,13,6,3,4,1
106,臺中市南　區,長榮里,379,229,214,151,80,39,21,8,7,7,0
106,臺中市南　區,福順里,863,527,484,400,148,54,20,13,7,2,0
106,臺中市南　區,平和里,451,300,282,223,95,64,27,13,8,10,0
106,臺中市南　區,南和里,1451,679,634,529,201,62,17,7,3,3,0
106,臺中市南　區,永和里,731,451,417,339,109,47,15,10,4,4,0
106,臺中市南　區,工學里,894,661,655,521,173,87,23,15,5,5,0
106,臺中市南　區,崇倫里,773,547,492,421,162,47,35,17,6,8,0
106,臺中市西　區,民生里,354,255,219,124,36,26,12,6,5,7,0
106,臺中市西　區,利民里,199,180,179,99,40,23,14,9,3,9,1
106,臺中市西　區,三民里,657,262,217,140,51,26,11,12,5,8,0
106,臺中市西　區,東昇里,317,230,234,160,67,37,14,8,1,3,1
106,臺中市西　區,廣民里,262,161,115,80,41,23,13,5,9,6,1
106,臺中市西　區,平和里,353,253,185,107,59,28,10,3,4,10,0
106,臺中市西　區,公民里,815,477,434,297,114,52,21,11,4,9,0
106,臺中市西　區,藍興里,572,414,403,266,119,60,27,12,5,10,0
106,臺中市西　區,公?里,989,561,467,356,180,70,32,11,6,7,0
106,臺中市西　區,和龍里,465,209,177,121,67,48,15,5,2,2,0
106,臺中市西　區,民龍里,628,356,279,185,83,33,20,8,3,6,0
106,臺中市西　區,後龍里,693,412,308,170,108,44,20,5,3,8,0
106,臺中市西　區,安龍里,609,313,233,157,77,36,11,4,1,3,0
106,臺中市西　區,吉龍里,998,619,608,502,155,65,34,11,3,1,1
106,臺中市西　區,昇平里,926,546,523,365,174,53,34,9,2,5,0
106,臺中市西　區,忠明里,1090,596,489,347,149,67,34,11,10,8,0
106,臺中市西　區,公正里,803,588,584,492,196,76,32,16,2,3,0
106,臺中市西　區,土庫里,853,558,550,401,141,59,31,15,2,2,0
106,臺中市西　區,忠誠里,864,552,481,401,164,69,26,15,9,8,0
106,臺中市西　區,公益里,403,278,214,174,86,48,5,9,2,11,0
106,臺中市西　區,中興里,543,356,300,243,98,45,27,14,8,1,0
106,臺中市西　區,公平里,845,472,441,342,128,49,26,5,4,9,0
106,臺中市西　區,公德里,674,418,383,336,118,37,23,8,1,2,0
106,臺中市西　區,?龍里,435,295,206,202,88,34,8,6,3,1,0
106,臺中市西　區,大忠里,704,442,431,282,115,47,18,8,6,7,0
106,臺中市北　區,光大里,522,231,155,102,51,16,12,4,2,2,0
106,臺中市北　區,文莊里,653,362,277,177,92,37,17,12,0,4,0
106,臺中市北　區,五常里,225,129,118,81,44,16,13,2,1,5,0
106,臺中市北　區,新興里,348,148,117,74,34,23,9,1,1,4,0
106,臺中市北　區,新北里,421,195,131,92,33,14,10,3,0,1,0
106,臺中市北　區,樂英里,548,359,208,143,56,23,8,1,3,2,1
106,臺中市北　區,錦村里,474,303,286,194,88,44,24,8,1,6,0
106,臺中市北　區,建成里,771,498,482,369,169,66,36,12,4,6,0
106,臺中市北　區,錦洲里,545,320,278,232,93,38,22,9,4,4,0
106,臺中市北　區,金華里,412,244,249,160,59,27,10,1,4,2,0
106,臺中市北　區,金龍里,794,471,361,262,107,51,21,10,2,3,0
106,臺中市北　區,邱厝里,406,208,184,139,72,27,16,4,4,4,0
106,臺中市北　區,建興里,929,542,509,392,143,57,33,14,8,7,0
106,臺中市北　區,頂厝里,750,419,366,286,101,44,22,7,3,4,0
106,臺中市北　區,賴厝里,1407,542,459,349,103,45,13,3,4,1,0
106,臺中市北　區,賴村里,935,443,391,254,117,66,19,4,4,5,1
106,臺中市北　區,育德里,645,375,319,229,94,38,23,2,5,5,0
106,臺中市北　區,淡溝里,913,485,453,322,137,56,19,14,3,4,0
106,臺中市北　區,中達里,407,251,237,163,80,29,15,7,3,1,1
106,臺中市北　區,錦祥里,733,442,344,234,78,35,11,8,2,1,0
106,臺中市北　區,健行里,931,564,552,447,199,89,45,22,8,17,1
106,臺中市北　區,明德里,767,453,438,412,122,73,39,16,9,8,1
106,臺中市北　區,長青里,866,593,549,442,167,78,26,11,13,7,0
106,臺中市北　區,賴明里,596,386,392,255,105,41,11,9,2,2,0
106,臺中市北　區,賴興里,587,354,378,268,104,43,19,11,3,7,0
106,臺中市北　區,中正里,268,185,152,78,45,23,9,7,1,9,0
106,臺中市北　區,六合里,436,166,128,80,44,20,10,2,1,1,0
106,臺中市北　區,大湖里,409,184,159,110,53,30,24,9,6,5,0
106,臺中市北　區,錦平里,429,209,128,99,50,21,8,6,0,4,1
106,臺中市北　區,建德里,439,297,304,235,87,45,22,11,6,4,0
106,臺中市北　區,崇德里,573,377,314,249,98,31,13,10,4,1,0
106,臺中市北　區,賴旺里,699,442,389,307,113,51,18,16,3,2,0
106,臺中市北　區,明新里,472,243,246,178,71,33,11,5,4,4,0
106,臺中市北　區,立人里,526,346,335,267,92,37,19,6,1,3,0
106,臺中市北　區,梅川里,378,276,297,228,95,40,16,11,5,1,0
106,臺中市北　區,賴福里,537,387,348,290,126,34,22,8,6,1,0
106,臺中市西屯區,西安里,688,416,458,358,135,52,33,19,11,12,0
106,臺中市西屯區,西墩里,831,475,463,373,149,70,37,17,10,18,0
106,臺中市西屯區,潮洋里,1530,472,387,318,152,54,18,18,5,3,0
106,臺中市西屯區,龍潭里,61,47,40,54,24,17,10,8,3,7,0
106,臺中市西屯區,惠來里,2552,1419,1487,995,364,143,63,20,12,14,0
106,臺中市西屯區,上石里,968,527,471,379,119,41,25,6,8,6,0
106,臺中市西屯區,逢甲里,785,425,451,277,115,52,21,12,0,2,0
106,臺中市西屯區,鵬程里,488,297,227,168,85,32,17,4,3,2,0
106,臺中市西屯區,何安里,864,486,424,320,152,65,31,21,11,11,1
106,臺中市西屯區,何厝里,519,310,277,215,74,42,21,15,7,7,0
106,臺中市西屯區,大河里,419,251,277,239,147,71,42,16,14,13,0
106,臺中市西屯區,大石里,413,236,184,132,45,23,11,5,1,0,0
106,臺中市西屯區,大福里,439,306,269,214,100,45,15,6,5,6,0
106,臺中市西屯區,大鵬里,721,412,424,334,147,63,30,8,6,6,0
106,臺中市西屯區,港尾里,504,406,416,382,151,80,32,30,16,11,0
106,臺中市西屯區,廣福里,121,120,154,159,93,53,30,21,20,18,0
106,臺中市西屯區,林厝里,280,243,269,242,108,63,47,23,9,21,0
106,臺中市西屯區,永安里,2021,1294,1203,977,348,145,62,31,21,22,0
106,臺中市西屯區,福安里,347,243,271,223,69,31,13,10,2,10,0
106,臺中市西屯區,協和里,607,366,364,363,155,53,27,15,11,11,0
106,臺中市西屯區,何仁里,851,514,547,472,203,78,38,17,10,4,0
106,臺中市西屯區,何德里,477,329,348,281,104,43,23,10,6,2,0
106,臺中市西屯區,何源里,749,545,575,506,222,93,33,23,10,7,0
106,臺中市西屯區,西平里,835,501,441,328,153,71,19,25,8,7,0
106,臺中市西屯區,何南里,628,397,355,342,109,47,18,9,5,2,0
106,臺中市西屯區,至善里,651,432,417,376,110,35,14,8,4,3,0
106,臺中市西屯區,上安里,877,500,547,450,105,38,15,8,2,6,0
106,臺中市西屯區,上德里,565,371,406,318,117,46,22,7,6,2,0
106,臺中市西屯區,逢福里,731,467,494,485,141,53,37,14,5,8,0
106,臺中市西屯區,何明里,476,336,325,250,110,57,14,16,2,3,0
106,臺中市西屯區,何成里,1107,676,656,518,189,92,35,17,9,8,0
106,臺中市西屯區,何福里,548,393,396,336,113,44,32,11,10,5,0
106,臺中市西屯區,福和里,424,308,313,314,158,84,30,14,10,14,0
106,臺中市西屯區,福中里,346,269,294,244,114,46,22,5,2,3,0
106,臺中市西屯區,福恩里,696,483,479,404,117,37,9,3,1,1,1
106,臺中市西屯區,福聯里,585,332,308,227,80,32,7,8,4,7,0
106,臺中市西屯區,福瑞里,420,310,327,266,79,34,15,5,1,2,0
106,臺中市西屯區,福林里,1001,687,750,670,226,62,21,10,7,7,0
106,臺中市西屯區,福雅里,741,565,613,547,159,50,31,10,5,3,0
106,臺中市南屯區,南屯里,1037,786,823,770,265,110,42,21,9,14,0
106,臺中市南屯區,豐樂里,1376,892,887,864,375,162,73,24,12,14,1
106,臺中市南屯區,楓樹里,656,411,452,442,222,110,46,21,13,8,0
106,臺中市南屯區,中和里,405,297,320,316,163,87,41,24,7,17,0
106,臺中市南屯區,春社里,1340,555,476,402,189,76,34,20,8,12,0
106,臺中市南屯區,春安里,154,73,58,43,24,8,7,2,1,3,0
106,臺中市南屯區,文山里,1526,931,985,790,273,99,45,20,12,11,0
106,臺中市南屯區,新生里,233,104,79,65,36,22,13,4,1,3,0
106,臺中市南屯區,永定里,593,406,419,379,147,65,33,18,12,9,0
106,臺中市南屯區,三厝里,752,619,730,649,212,70,34,15,6,12,0
106,臺中市南屯區,溝墘里,613,508,538,427,149,60,21,14,7,8,0
106,臺中市南屯區,田心里,740,558,577,500,186,105,32,12,3,5,0
106,臺中市南屯區,黎明里,496,414,398,305,131,61,26,12,5,5,0
106,臺中市南屯區,鎮平里,147,117,82,83,54,28,20,7,2,8,0
106,臺中市南屯區,大同里,567,410,443,351,159,75,23,11,9,5,0
106,臺中市南屯區,文心里,516,362,388,280,105,42,24,12,5,2,0
106,臺中市南屯區,同心里,749,518,511,373,138,61,39,13,1,5,0
106,臺中市南屯區,向心里,1117,418,441,379,150,69,20,13,3,4,0
106,臺中市南屯區,大誠里,606,335,330,290,84,33,21,4,1,2,0
106,臺中市南屯區,大興里,471,342,401,349,147,59,33,10,5,6,0
106,臺中市南屯區,大業里,810,616,648,515,199,73,32,14,5,5,0
106,臺中市南屯區,惠中里,962,703,737,661,197,82,31,15,5,9,0
106,臺中市南屯區,寶山里,833,450,521,414,134,60,27,14,7,3,0
106,臺中市南屯區,三和里,1012,834,978,806,208,72,19,14,4,2,0
106,臺中市南屯區,三義里,757,666,747,609,161,69,26,11,4,2,0
106,臺中市北屯區,北興里,464,313,245,226,109,43,27,5,4,1,0
106,臺中市北屯區,北屯里,504,285,312,266,91,36,11,10,0,0,0
106,臺中市北屯區,三光里,943,676,606,520,217,84,50,14,4,5,0
106,臺中市北屯區,平田里,752,515,483,420,178,57,30,14,7,4,0
106,臺中市北屯區,平和里,770,510,509,407,134,59,17,11,8,6,0
106,臺中市北屯區,東光里,632,436,365,318,130,63,36,9,6,2,0
106,臺中市北屯區,舊社里,759,478,518,433,210,75,46,12,12,7,0
106,臺中市北屯區,水景里,1467,1146,1218,1097,430,196,104,36,16,22,0
106,臺中市北屯區,軍功里,1112,885,994,989,442,184,83,47,31,25,1
106,臺中市北屯區,和平里,1144,913,887,787,295,140,92,38,22,26,0
106,臺中市北屯區,東山里,217,155,139,104,73,48,19,15,4,9,1
106,臺中市北屯區,民政里,106,72,68,39,23,19,20,6,6,7,0
106,臺中市北屯區,?子里,1847,1007,902,621,184,95,40,18,4,10,0
106,臺中市北屯區,大坑里,202,152,133,143,67,46,20,12,3,9,0
106,臺中市北屯區,民德里,135,81,52,45,26,13,14,4,3,4,0
106,臺中市北屯區,松竹里,1014,797,778,687,253,104,43,18,8,10,0
106,臺中市北屯區,仁和里,1769,674,710,610,277,119,55,27,19,13,0
106,臺中市北屯區,仁美里,864,694,757,637,280,115,64,35,14,16,0
106,臺中市北屯區,四民里,128,126,119,102,57,36,16,5,2,6,0
106,臺中市北屯區,后庄里,1136,875,829,782,289,131,58,20,10,12,0
106,臺中市北屯區,同榮里,565,427,416,399,182,86,36,19,5,7,0
106,臺中市北屯區,仁愛里,165,112,87,64,35,12,2,5,4,1,0
106,臺中市北屯區,水湳里,814,632,532,432,201,92,39,21,9,7,0
106,臺中市北屯區,陳平里,549,383,392,358,149,68,32,8,2,5,0
106,臺中市北屯區,新平里,618,393,333,283,118,71,36,9,5,6,0
106,臺中市北屯區,平安里,655,475,449,391,161,71,28,12,3,2,0
106,臺中市北屯區,平順里,400,315,311,238,92,33,15,4,0,4,0
106,臺中市北屯區,平德里,994,611,594,437,183,66,34,17,3,6,0
106,臺中市北屯區,松安里,541,432,421,398,149,66,25,19,5,4,0
106,臺中市北屯區,松茂里,596,429,486,417,164,67,27,8,5,3,0
106,臺中市北屯區,大德里,533,426,405,385,151,70,24,15,9,7,0
106,臺中市北屯區,松強里,899,587,655,572,174,70,41,12,8,4,0
106,臺中市北屯區,松勇里,518,415,452,442,159,84,27,14,6,3,0
106,臺中市北屯區,北京里,452,267,264,221,77,58,24,14,3,3,0
106,臺中市北屯區,平心里,785,495,461,345,133,47,19,10,2,5,0
106,臺中市北屯區,平福里,409,371,360,315,93,39,17,9,4,4,0
106,臺中市北屯區,松和里,670,575,606,479,193,89,44,23,8,7,0
106,臺中市北屯區,平陽里,584,452,468,382,136,57,27,13,10,6,0
106,臺中市北屯區,平興里,984,569,617,536,166,81,35,10,7,5,0
106,臺中市北屯區,平昌里,670,453,393,305,125,47,22,10,6,2,0
106,臺中市北屯區,三和里,726,529,505,406,171,78,38,15,7,5,0
106,臺中市北屯區,忠平里,440,320,348,299,147,57,21,7,3,6,0
106,臺中市豐原區,豐原里,316,194,180,160,64,39,17,4,4,3,0
106,臺中市豐原區,頂街里,186,110,64,59,21,8,4,2,0,1,0
106,臺中市豐原區,中山里,124,75,65,36,28,20,5,7,1,4,0
106,臺中市豐原區,豐榮里,207,129,77,57,27,13,10,5,1,4,0
106,臺中市豐原區,下街里,102,66,52,46,28,7,6,4,2,3,0
106,臺中市豐原區,富春里,74,52,59,38,24,15,17,1,2,4,0
106,臺中市豐原區,葫蘆里,91,52,46,42,20,11,11,2,0,3,0
106,臺中市豐原區,豐西里,234,130,111,118,50,24,9,6,1,4,0
106,臺中市豐原區,西安里,455,429,405,331,172,108,51,26,12,24,0
106,臺中市豐原區,西勢里,256,169,180,135,68,49,20,15,4,10,0
106,臺中市豐原區,東勢里,175,122,131,81,41,30,16,7,3,9,0
106,臺中市豐原區,民生里,184,102,97,78,37,18,7,7,4,3,0
106,臺中市豐原區,大湳里,316,204,192,174,76,38,31,8,3,5,0
106,臺中市豐原區,北湳里,330,204,231,208,101,46,30,6,7,7,0
106,臺中市豐原區,東湳里,252,232,234,267,162,99,53,28,24,24,0
106,臺中市豐原區,西湳里,608,518,633,642,367,198,100,59,32,32,0
106,臺中市豐原區,圳寮里,166,82,81,72,46,24,12,7,1,4,0
106,臺中市豐原區,豐圳里,332,222,249,220,115,69,28,10,8,2,0
106,臺中市豐原區,社皮里,1059,820,827,704,346,162,74,26,18,24,0
