,site_id,village,edu_age_15up_total,EducationWeight,Merriage/NoMerriage,ordinary/single,FamilyWeight,18-38,39-59,60-80,81-100,Total_Ratio,18-59/60-100,Agree_x,Useful_x,Agree_y,Useful_y
321,嘉義縣大林鎮,排路里,634,3.364353312302839,4.318840579710145,1.6601941747572815,3.4452554744525545,152.0,221.0,175.0,54.0,1.2080536912751678,2.2176079734219267,161,275,215,267
322,嘉義縣大林鎮,明和里,1825,3.752876712328767,3.258893280632411,2.5786802030456855,3.6808510638297873,636.0,678.0,354.0,68.0,1.0311557788944723,1.9158986175115207,471,974,721,985
323,嘉義縣大林鎮,明華里,1216,3.435032894736842,3.9401408450704225,2.4015748031496065,3.9814814814814814,370.0,411.0,291.0,95.0,1.0841121495327102,2.095115681233933,258,555,411,534
324,嘉義縣大林鎮,東林里,499,3.9458917835671343,3.4962962962962965,1.553191489361702,3.45,133.0,167.0,144.0,43.0,0.96875,2.1991786447638604,144,262,190,254
325,嘉義縣大林鎮,湖北里,660,3.262121212121212,4.012987012987013,1.7572815533980584,3.48943661971831,144.0,234.0,208.0,43.0,1.1538461538461537,2.2384737678855324,172,256,224,268
326,嘉義縣大林鎮,溝背里,982,3.2841140529531567,4.223255813953489,1.8642857142857143,3.6957605985037407,256.0,319.0,261.0,98.0,1.08984375,2.215203426124197,238,443,351,447
327,嘉義縣大林鎮,義和里,701,3.443651925820257,3.801169590643275,2.235294117647059,3.7381818181818183,209.0,249.0,177.0,41.0,1.1412429378531073,2.07396449704142,167,328,248,331
328,嘉義縣大林鎮,西林里,1895,3.9124010554089708,3.494071146245059,1.8267148014440433,3.582375478927203,578.0,579.0,567.0,100.0,1.0087209302325582,2.1036184210526314,510,1002,760,999
329,嘉義縣大林鎮,西結里,742,3.106469002695418,4.3375,1.3656716417910448,3.5646687697160884,188.0,258.0,204.0,66.0,1.222841225626741,2.206703910614525,197,339,245,320
330,嘉義縣大林鎮,過溪里,1525,3.415737704918033,3.7367021276595747,2.3491124260355027,3.8374558303886928,427.0,535.0,400.0,102.0,1.105463786531131,2.1209016393442623,365,729,565,724
331,嘉義縣太保市,前潭里,1546,3.4676584734799483,3.3682983682983685,2.3575757575757574,3.868231046931408,532.0,510.0,351.0,83.0,1.1724137931034482,1.9898373983739837,411,733,549,707
332,嘉義縣太保市,北新里,3170,3.62807570977918,3.346915017462165,2.453521126760563,3.7691680261011418,1166.0,1233.0,544.0,100.0,1.0493348115299335,1.8613210647387446,847,1601,1211,1619
333,嘉義縣太保市,南新里,1918,3.557351407716371,3.3864077669902914,2.4048780487804877,3.8567335243553007,656.0,684.0,416.0,76.0,1.0555023923444975,1.9519650655021834,546,970,764,1020
334,嘉義縣太保市,埤鄉里,724,3.2790055248618786,3.6021505376344085,2.6052631578947367,3.8248175182481754,224.0,249.0,176.0,49.0,1.2179836512261581,2.0716332378223496,185,323,249,324
335,嘉義縣太保市,太保里,2372,3.769814502529511,3.5209003215434085,2.1348684210526314,3.6642182581322142,855.0,903.0,447.0,84.0,1.0573833205814842,1.8951507208387943,567,1200,906,1227
336,嘉義縣太保市,安仁里,2675,4.017570093457944,4.065404475043029,2.1551724137931036,3.5245901639344264,939.0,1149.0,378.0,50.0,0.9196876742889013,1.816772655007949,599,1335,992,1322
337,嘉義縣太保市,崙頂里,869,3.535097813578826,4.08080808080808,2.1333333333333333,3.7872340425531914,266.0,317.0,212.0,62.0,1.106430155210643,2.0816802800466743,177,431,378,480
338,嘉義縣太保市,後庄里,507,3.3471400394477318,3.485074626865672,3.5142857142857142,4.215189873417722,179.0,167.0,118.0,26.0,1.0503597122302157,1.9816326530612245,139,239,174,229
339,嘉義縣太保市,後潭里,1710,3.5298245614035086,4.175853018372703,2.121359223300971,3.8678071539657854,577.0,617.0,372.0,105.0,1.113390928725702,2.0029922202274086,380,799,573,774
340,嘉義縣太保市,新埤里,1328,3.4563253012048194,3.542028985507246,2.3448275862068964,3.8123711340206183,412.0,473.0,317.0,74.0,1.1135371179039302,2.04153605015674,150,652,483,648
341,嘉義縣太保市,春珠里,1077,3.5998142989786444,3.592857142857143,1.4692737430167597,3.6945701357466065,407.0,406.0,235.0,55.0,1.1557093425605536,1.943789664551224,255,487,358,490
342,嘉義縣太保市,東勢里,1798,3.9232480533926584,4.132467532467532,2.3547008547008548,3.6063694267515922,592.0,777.0,267.0,56.0,1.009049773755656,1.874113475177305,420,873,648,844
343,嘉義縣太保市,梅埔里,1190,3.3529411764705883,3.8111888111888113,2.803738317757009,4.083538083538084,379.0,459.0,255.0,56.0,1.2079866888519135,1.989556135770235,262,535,417,542
344,嘉義縣太保市,港尾里,578,3.3027681660899653,3.872340425531915,2.1818181818181817,3.8380952380952382,176.0,231.0,130.0,39.0,1.1335616438356164,2.0555555555555554,179,316,234,301
345,嘉義縣太保市,田尾里,760,3.4289473684210527,3.8736263736263736,1.6694915254237288,3.580952380952381,229.0,272.0,183.0,44.0,1.1335078534031413,2.0576923076923075,201,398,316,390
346,嘉義縣太保市,舊埤里,2458,3.6366965012205044,3.2533333333333334,2.5535714285714284,3.5527638190954773,928.0,1026.0,387.0,56.0,1.0184005661712667,1.821026282853567,570,1178,884,1159
347,嘉義縣太保市,過溝里,3417,3.75651155984782,3.2828175026680895,2.4704370179948585,3.656296296296296,1381.0,1363.0,506.0,80.0,1.033587786259542,1.7852852852852852,969,1829,1378,1835
348,嘉義縣太保市,麻寮里,4670,3.7158458244111348,3.4874161073825505,2.6962524654832345,3.655282817502668,1777.0,1874.0,715.0,97.0,0.9938914840100611,1.8055119874523864,1217,2332,1752,2313
349,嘉義縣布袋鎮,中安里,1483,3.184086311530681,3.8461538461538463,1.6075949367088607,3.51294498381877,372.0,511.0,413.0,127.0,1.10719131614654,2.207308503162333,323,549,423,532
350,嘉義縣布袋鎮,九龍里,391,3.3248081841432224,3.1842105263157894,1.5,3.5823529411764707,99.0,149.0,99.0,25.0,1.2324324324324325,2.1344086021505375,78,158,129,162
351,嘉義縣布袋鎮,光復里,1735,3.5244956772334293,3.5,1.892116182572614,3.7058823529411766,490.0,665.0,429.0,98.0,0.9740394600207685,2.0802615933412603,435,863,647,825
352,嘉義縣布袋鎮,好美里,1137,3.2207563764291995,4.2926829268292686,2.581967213114754,3.791762013729977,371.0,469.0,241.0,25.0,1.0094488188976378,1.9276672694394212,237,502,407,521
353,嘉義縣布袋鎮,岑海里,2195,3.4337129840546696,3.6465201465201464,2.2758620689655173,3.7134502923976607,742.0,852.0,458.0,60.0,1.0048820179007323,1.9223484848484849,524,1060,819,1062
354,嘉義縣布袋鎮,岱江里,632,3.267405063291139,4.054794520547945,2.289473684210526,3.704,178.0,251.0,150.0,35.0,0.9194444444444444,2.0684039087947883,141,281,243,289
355,嘉義縣布袋鎮,復興里,2468,3.4594813614262563,4.226618705035971,2.212121212121212,3.6876310272536688,710.0,1004.0,581.0,78.0,0.9203475742215785,2.011378002528445,558,1169,912,1145
356,嘉義縣布袋鎮,振寮里,787,3.227445997458704,3.8186528497409324,1.6106870229007633,3.5555555555555554,208.0,306.0,195.0,55.0,1.1186868686868687,2.1269633507853403,129,315,238,314
357,嘉義縣布袋鎮,新厝里,761,3.5729303547963207,3.6243654822335025,1.7547169811320755,3.8527397260273974,234.0,268.0,188.0,42.0,1.094871794871795,2.051912568306011,148,357,287,362
358,嘉義縣布袋鎮,新岑里,979,3.2870275791624106,4.021551724137931,2.504854368932039,3.8088642659279777,294.0,372.0,239.0,49.0,1.0356472795497185,2.0450733752620547,232,435,320,425
359,嘉義縣布袋鎮,新民里,1340,3.314179104477612,3.8816199376947043,2.1446540880503147,3.892,389.0,555.0,302.0,48.0,0.9125827814569536,2.006955177743431,360,660,504,642
360,嘉義縣布袋鎮,東安里,1426,3.161991584852735,4.182389937106918,2.073446327683616,3.7886029411764706,365.0,472.0,410.0,103.0,1.1736613603473227,2.185925925925926,319,556,393,514
361,嘉義縣布袋鎮,東港里,1980,3.4651515151515153,3.322463768115942,1.9621212121212122,3.6675191815856776,614.0,764.0,443.0,71.0,1.0816929133858268,1.9846723044397463,445,864,635,857
362,嘉義縣布袋鎮,樹林里,534,3.1235955056179776,5.467391304347826,1.5517241379310345,3.5765765765765765,127.0,202.0,141.0,48.0,1.2290076335877862,2.212355212355212,141,239,192,232
363,嘉義縣布袋鎮,永安里,1184,3.5025337837837838,3.1732954545454546,1.9386503067484662,3.58455114822547,375.0,451.0,280.0,41.0,1.044262295081967,1.988666085440279,224,533,401,508
364,嘉義縣布袋鎮,江山里,314,3.3248407643312103,4.112676056338028,1.027027027027027,3.4466666666666668,74.0,124.0,81.0,19.0,1.1944444444444444,2.151006711409396,77,139,104,133
365,嘉義縣布袋鎮,考試里,299,3.1672240802675584,4.276923076923077,1.4444444444444444,3.484848484848485,67.0,107.0,98.0,23.0,1.0584415584415585,2.2610169491525425,51,111,75,91
366,嘉義縣布袋鎮,興中里,1155,3.496103896103896,3.385579937304075,1.9329268292682926,3.5592515592515594,348.0,418.0,286.0,63.0,0.9530516431924883,2.0573991031390135,244,491,416,495
367,嘉義縣布袋鎮,菜舖里,418,3.117224880382775,5.089743589743589,1.3835616438356164,3.6149425287356323,83.0,170.0,128.0,47.0,1.2095238095238094,2.324766355140187,115,233,173,222
368,嘉義縣布袋鎮,西安里,1232,3.1176948051948052,4.412878787878788,1.937142857142857,3.6011673151750974,295.0,408.0,369.0,114.0,1.121405750798722,2.254637436762226,297,528,387,491
369,嘉義縣布袋鎮,見龍里,936,3.358974358974359,3.6923076923076925,1.8175182481751824,3.588082901554404,276.0,361.0,203.0,43.0,1.1150627615062763,2.014722536806342,218,431,325,415
370,嘉義縣布袋鎮,貴舍里,691,3.228654124457308,4.598591549295775,1.4916666666666667,3.57190635451505,157.0,261.0,187.0,57.0,1.2024539877300613,2.217522658610272,187,312,269,321
371,嘉義縣布袋鎮,龍江里,815,3.414723926380368,3.296137339055794,2.0980392156862746,3.6930379746835444,220.0,324.0,188.0,46.0,1.0697115384615385,2.077120822622108,154,408,313,409
372,嘉義縣新港鄉,三間村,1461,3.735112936344969,3.452127659574468,3.4508196721311477,3.7550644567219154,519.0,627.0,217.0,33.0,0.9860788863109049,1.830945558739255,427,799,641,814
373,嘉義縣新港鄉,中庄村,1585,3.413249211356467,3.5941320293398533,2.758169934640523,3.8191304347826085,486.0,588.0,376.0,123.0,1.2224969097651421,2.0864589955499047,483,814,632,804
374,嘉義縣新港鄉,中洋村,1080,3.4027777777777777,3.750943396226415,2.45,3.792270531400966,340.0,358.0,281.0,62.0,1.0628183361629882,2.062439961575408,312,585,450,591
375,嘉義縣新港鄉,共和村,898,3.410913140311804,4.165,2.2427184466019416,3.92814371257485,248.0,318.0,218.0,66.0,1.1469933184855234,2.12,269,435,348,440
376,嘉義縣新港鄉,北崙村,518,3.137065637065637,4.416666666666667,1.7638888888888888,3.7738693467336684,137.0,197.0,120.0,33.0,1.1526717557251909,2.1006160164271046,125,191,136,189
377,嘉義縣新港鄉,南崙村,989,3.129423660262892,4.588832487309645,2.032520325203252,3.871313672922252,264.0,330.0,267.0,67.0,1.1656565656565656,2.1476293103448274,314,466,338,434
378,嘉義縣新港鄉,南港村,1095,3.3278538812785388,3.676258992805755,1.9724137931034482,3.737819025522042,308.0,365.0,297.0,70.0,1.0788091068301227,2.1240384615384613,295,514,395,498
379,嘉義縣新港鄉,古民村,1369,3.3856829802775747,3.908517350157729,2.1666666666666665,3.818713450292398,429.0,529.0,258.0,112.0,1.111716621253406,2.039909638554217,390,682,510,663
380,嘉義縣新港鄉,埤子村,578,2.9550173010380623,5.408163265306122,2.4838709677419355,3.8287037037037037,137.0,200.0,152.0,65.0,1.1013071895424837,2.2617328519855597,156,261,224,272
381,嘉義縣新港鄉,大潭村,1708,3.363583138173302,3.8415841584158414,2.761006289308176,3.9464882943143813,483.0,588.0,409.0,129.0,1.1465116279069767,2.1143567433188317,514,834,654,830
382,嘉義縣新港鄉,大興村,1553,3.6670959433354797,3.365566037735849,2.2586206896551726,3.835978835978836,493.0,513.0,365.0,98.0,0.9767441860465116,2.046289993192648,488,863,662,868
383,嘉義縣新港鄉,安和村,1059,3.1312559017941455,4.576744186046511,2.1068702290076335,3.796068796068796,258.0,388.0,264.0,107.0,1.1648148148148147,2.2163225172074728,253,398,311,381
384,嘉義縣新港鄉,宮前村,2250,3.84,3.3440514469453375,2.097972972972973,3.697928026172301,765.0,831.0,505.0,105.0,1.0748246297739672,1.9773345421577515,636,1274,980,1291
385,嘉義縣新港鄉,宮後村,1635,3.618960244648318,3.336980306345733,2.263440860215054,3.8319604612850084,487.0,574.0,396.0,107.0,1.1039719626168225,2.0786445012787724,441,798,615,792
386,嘉義縣新港鄉,月潭村,1643,3.5234327449786975,3.515011547344111,2.391566265060241,4.019538188277087,588.0,539.0,364.0,95.0,1.1481042654028435,1.978562421185372,540,844,631,833
387,嘉義縣新港鄉,月眉村,1761,3.5462805224304375,3.459915611814346,2.297029702970297,3.780780780780781,528.0,616.0,456.0,83.0,1.1506228765571913,2.0558526440879383,561,866,616,859
388,嘉義縣新港鄉,板頭村,589,3.2801358234295415,3.5695364238410594,1.7790697674418605,3.577405857740586,170.0,200.0,137.0,55.0,1.0921052631578947,2.1370106761565837,187,304,255,309
389,嘉義縣新港鄉,海瀛村,504,3.2023809523809526,4.361111111111111,1.875,3.7342995169082127,144.0,169.0,123.0,51.0,1.288702928870293,2.166324435318275,129,244,199,245
390,嘉義縣新港鄉,溪北村,1405,3.2832740213523133,3.837758112094395,2.625,3.789272030651341,387.0,486.0,357.0,100.0,1.1749644381223328,2.1278195488721803,393,669,495,662
391,嘉義縣新港鄉,潭大村,1183,3.345731191885038,4.0777777777777775,2.4596774193548385,3.9254079254079253,357.0,416.0,270.0,89.0,1.0834645669291338,2.0803886925795054,309,528,406,524
392,嘉義縣新港鄉,福德村,1661,3.634557495484648,3.477272727272727,2.8838709677419354,3.9219269102990033,558.0,565.0,397.0,90.0,1.067391304347826,2.0118012422360247,433,877,641,851
393,嘉義縣新港鄉,菜公村,994,3.524144869215292,3.9094827586206895,2.893617021276596,3.762295081967213,336.0,338.0,248.0,48.0,1.0697247706422017,2.0082474226804123,301,536,417,537
394,嘉義縣新港鄉,西庄村,984,3.321138211382114,4.3431372549019605,2.0683760683760686,4.036211699164346,281.0,325.0,253.0,61.0,1.2165991902834008,2.1021739130434782,215,413,317,398
395,嘉義縣朴子市,中正里,692,3.9407514450867054,2.9817351598173514,1.7428571428571429,3.6666666666666665,190.0,218.0,204.0,42.0,0.967828418230563,2.149847094801223,191,346,317,355
396,嘉義縣朴子市,仁和里,1765,4.217563739376771,3.2,0.944547134935305,3.2404942965779466,719.0,738.0,221.0,32.0,0.824575586095392,1.7461988304093568,415,811,582,828
397,嘉義縣朴子市,佳禾里,785,3.347770700636943,3.4974874371859297,2.1473684210526316,3.8862876254180603,279.0,269.0,165.0,31.0,1.0,1.9301075268817205,174,350,282,356
398,嘉義縣朴子市,內厝里,1150,3.72,3.1143695014662756,2.0592105263157894,3.7978494623655914,373.0,403.0,278.0,64.0,1.023041474654378,2.0295169946332736,347,640,473,653
399,嘉義縣朴子市,南竹里,513,3.1364522417153995,4.83,1.8533333333333333,3.6261682242990654,125.0,179.0,139.0,56.0,1.1240601503759398,2.25250501002004,146,239,196,230
400,嘉義縣朴子市,博厚里,819,3.7032967032967035,3.681592039800995,2.438775510204082,3.6973293768545994,277.0,320.0,182.0,50.0,1.013671875,2.006031363088058,236,494,391,504
401,嘉義縣朴子市,大葛里,3116,3.6973684210526314,4.1482035928143715,1.9881656804733727,3.4178217821782177,979.0,1258.0,562.0,106.0,0.9630958482829318,1.9294320137693632,627,1342,1040,1353
402,嘉義縣朴子市,大鄉里,3353,3.57679689830003,3.41545352743561,1.9331941544885178,3.5487544483985767,1105.0,1253.0,722.0,138.0,1.0130790190735695,1.9667495338719703,716,1455,1130,1482
403,嘉義縣朴子市,安福里,2046,3.8729227761485827,3.0976430976430978,1.677142857142857,3.431163287086446,681.0,739.0,413.0,107.0,0.9797639123102867,1.9721649484536083,484,1007,753,1012
404,嘉義縣朴子市,崁前里,956,3.1307531380753137,3.990950226244344,2.220183486238532,3.8034188034188032,252.0,343.0,238.0,81.0,1.187633262260128,2.1619256017505473,218,390,318,388
405,嘉義縣朴子市,崁後里,749,3.156208277703605,4.319018404907975,1.7410714285714286,3.6807817589576546,178.0,273.0,206.0,64.0,1.2394366197183098,2.216366158113731,203,304,229,294
406,嘉義縣朴子市,平和里,2429,4.035405516673528,3.372093023255814,2.0579710144927534,3.5905213270142182,834.0,879.0,504.0,110.0,0.9042838018741634,1.9527288354103998,577,1262,942,1273
407,嘉義縣朴子市,德家里,803,3.183063511830635,3.989247311827957,2.0588235294117645,3.71474358974359,201.0,301.0,216.0,50.0,1.1645885286783042,2.1497395833333335,180,294,255,309
408,嘉義縣朴子市,德興里,1094,3.3884826325411335,3.4982698961937717,2.28,3.8585365853658535,316.0,392.0,253.0,74.0,1.2338858195211786,2.082125603864734,290,526,406,513
409,嘉義縣朴子市,文化里,1826,3.887185104052574,3.2741312741312742,1.5681818181818181,3.604298356510746,557.0,579.0,497.0,115.0,1.0492957746478873,2.097254004576659,455,941,728,948
410,嘉義縣朴子市,新寮里,720,3.3569444444444443,3.262376237623762,2.746268656716418,3.960159362549801,233.0,254.0,144.0,38.0,1.0763157894736841,1.9805680119581466,192,369,264,353
411,嘉義縣朴子市,新庄里,727,3.281980742778542,4.115853658536586,1.92,3.691780821917808,245.0,262.0,161.0,36.0,0.975669099756691,1.9829545454545454,184,364,296,361
412,嘉義縣朴子市,松華里,1291,3.1363284275755228,4.842741935483871,2.036144578313253,3.6964285714285716,308.0,424.0,366.0,132.0,1.1648,2.261788617886179,297,470,336,435
413,嘉義縣朴子市,梅華里,1070,3.0448598130841122,5.317460317460317,2.294573643410853,3.724705882352941,251.0,356.0,326.0,105.0,1.2274436090225564,2.2745664739884393,268,458,380,465
414,嘉義縣朴子市,永和里,2662,3.593163035311796,3.2098273572377156,2.342767295597484,3.750705550329257,850.0,944.0,613.0,104.0,0.9767291531997414,1.9884508164078056,644,1206,914,1206
415,嘉義縣朴子市,溪口里,818,3.229828850855746,3.729064039408867,1.9807692307692308,3.774193548387097,269.0,276.0,186.0,61.0,1.1492890995260663,2.0492424242424243,186,379,310,376
416,嘉義縣朴子市,竹圍里,4441,3.8919162350821885,3.282537067545305,2.32967032967033,3.7222222222222223,1543.0,1555.0,941.0,156.0,0.9598649662415604,1.930870083432658,1139,2312,1716,2322
417,嘉義縣朴子市,竹村里,1112,3.491007194244604,3.503401360544218,2.006666666666667,3.6784922394678494,350.0,426.0,219.0,60.0,1.1541155866900175,1.9895734597156398,305,580,445,580
418,嘉義縣朴子市,開元里,403,3.7344913151364763,3.8181818181818183,1.2857142857142858,3.375,99.0,126.0,128.0,34.0,1.02803738317757,2.250645994832041,124,221,166,224
419,嘉義縣朴子市,順天里,659,3.7040971168437027,2.995049504950495,1.5267857142857142,3.639575971731449,182.0,217.0,186.0,48.0,0.9413333333333334,2.1579778830963665,188,339,259,336
420,嘉義縣朴子市,順安里,256,3.0625,3.828125,1.65,3.490566037735849,55.0,91.0,78.0,27.0,1.204724409448819,2.306772908366534,84,136,98,132
421,嘉義縣東石鄉,三家村,1204,3.148671096345515,3.77,2.1824817518248176,3.88302752293578,330.0,450.0,268.0,102.0,1.1725293132328307,2.123478260869565,226,423,342,436
422,嘉義縣東石鄉,下揖村,782,2.9104859335038364,4.168539325842697,1.697674418604651,3.3764367816091956,180.0,285.0,215.0,79.0,1.2332439678284182,2.254281949934124,160,271,224,287
423,嘉義縣東石鄉,副瀨村,958,3.0250521920668056,3.961038961038961,1.9191176470588236,3.624685138539043,236.0,334.0,253.0,88.0,1.1494736842105264,2.21185510428101,170,306,238,306
424,嘉義縣東石鄉,圍潭村,722,3.042936288088643,3.914772727272727,1.2447552447552448,3.5794392523364484,187.0,238.0,207.0,64.0,1.2536873156342183,2.2126436781609193,110,295,219,276
425,嘉義縣東石鄉,型厝村,1414,3.1251768033946252,4.0212765957446805,2.51006711409396,3.7877629063097515,396.0,552.0,315.0,105.0,1.0881953867028493,2.094298245614035,185,394,321,413
426,嘉義縣東石鄉,塭仔村,924,3.198051948051948,4.1571428571428575,1.6129032258064515,3.567901234567901,261.0,352.0,224.0,64.0,1.1443736730360934,2.1009988901220864,254,398,302,395
427,嘉義縣東石鄉,塭港村,1736,3.0581797235023043,4.086513994910941,3.41044776119403,4.111675126903553,566.0,651.0,372.0,88.0,1.0552083333333333,1.9892665474060822,306,653,551,673
428,嘉義縣東石鄉,掌潭村,809,3.150803461063041,4.102150537634409,1.743801652892562,3.680722891566265,225.0,305.0,204.0,58.0,1.0644391408114557,2.119949494949495,265,387,300,375
429,嘉義縣東石鄉,東崙村,715,3.06013986013986,4.85,1.3609022556390977,3.6464968152866244,156.0,277.0,189.0,64.0,1.0794520547945206,2.2346938775510203,165,289,218,258
430,嘉義縣東石鄉,東石村,1993,3.1716006021073757,3.930735930735931,2.252032520325203,3.67875,597.0,777.0,436.0,103.0,1.0153985507246377,2.023523261892316,406,799,721,885
431,嘉義縣東石鄉,永屯村,742,3.207547169811321,4.108433734939759,2.4556962025316458,3.84981684981685,228.0,262.0,178.0,48.0,1.0801033591731266,2.064245810055866,157,269,242,300
432,嘉義縣東石鄉,洲仔村,874,3.0606407322654463,4.454054054054054,1.832,3.6977401129943503,251.0,310.0,210.0,71.0,1.1428571428571428,2.119952494061758,202,381,316,378
433,嘉義縣東石鄉,海埔村,401,2.7880299251870326,5.632352941176471,1.394736842105263,3.4615384615384617,73.0,143.0,134.0,38.0,1.2620320855614973,2.3530927835051547,82,140,130,150
434,嘉義縣東石鄉,港口村,315,2.8444444444444446,4.765625,1.3088235294117647,3.2802547770700636,60.0,117.0,98.0,33.0,1.6299212598425197,2.3376623376623376,55,115,97,117
435,嘉義縣東石鄉,港墘村,1275,3.207843137254902,4.158450704225352,2.0,3.641472868217054,333.0,469.0,338.0,86.0,1.242765273311897,2.1443719412724307,262,523,414,517
436,嘉義縣東石鄉,溪下村,1037,2.931533269045323,4.442922374429224,1.5371428571428571,3.5382882882882885,237.0,406.0,272.0,77.0,1.1891348088531186,2.190524193548387,165,318,256,311
437,嘉義縣東石鄉,猿樹村,974,3.173511293634497,3.7663934426229506,2.062992125984252,3.704370179948586,276.0,383.0,220.0,59.0,1.0390625,2.066098081023454,204,338,264,344
438,嘉義縣東石鄉,網寮村,1260,3.1444444444444444,4.412639405204461,1.6036866359447004,3.527433628318584,325.0,518.0,315.0,60.0,1.0853658536585367,2.090311986863711,212,404,351,417
439,嘉義縣東石鄉,蔦松村,890,3.2865168539325844,4.148514851485149,1.5928571428571427,3.6556473829201104,227.0,320.0,220.0,77.0,1.1081081081081081,2.174170616113744,185,343,254,328
440,嘉義縣東石鄉,西崙村,1131,3.2802829354553493,3.6773049645390072,2.040268456375839,3.622516556291391,343.0,405.0,264.0,72.0,1.069139966273187,2.059963099630996,320,555,449,541
441,嘉義縣東石鄉,頂揖村,395,2.8759493670886074,6.4655172413793105,1.1686746987951808,3.422222222222222,69.0,148.0,112.0,49.0,1.216931216931217,2.373015873015873,78,156,138,158
442,嘉義縣東石鄉,鰲鼓村,1337,3.1637995512341064,4.175496688741722,2.251655629139073,3.841140529531568,404.0,481.0,327.0,70.0,1.1161764705882353,2.049141965678627,211,428,375,449
443,嘉義縣東石鄉,龍港村,906,3.0088300220750552,4.970238095238095,1.5222929936305734,3.4217171717171717,208.0,328.0,240.0,89.0,1.1916859122401848,2.2427745664739884,95,228,218,266
444,嘉義縣梅山鄉,半天村,396,3.176767676767677,3.801980198019802,2.409090909090909,3.82,97.0,121.0,125.0,31.0,1.0303030303030303,2.2406417112299466,95,171,111,152
445,嘉義縣梅山鄉,圳北村,646,3.2708978328173375,3.81875,2.6666666666666665,3.918181818181818,204.0,207.0,168.0,57.0,1.184375,2.1226415094339623,183,355,275,342
446,嘉義縣梅山鄉,圳南村,419,3.1909307875894988,4.051020408163265,2.0,3.787878787878788,104.0,144.0,114.0,46.0,1.4224598930481283,2.25,107,171,123,163
447,嘉義縣梅山鄉,大南村,1731,3.366262276140959,3.929611650485437,2.5823529411764707,4.018062397372742,508.0,602.0,482.0,84.0,1.2505966587112172,2.08472553699284,446,868,698,873
448,嘉義縣梅山鄉,太和村,975,3.112820512820513,4.689473684210526,2.6875,3.867231638418079,262.0,375.0,233.0,66.0,1.2579281183932347,2.110042735042735,160,388,312,394
449,嘉義縣梅山鄉,太平村,523,3.294455066921606,4.45045045045045,2.015151515151515,3.698492462311558,132.0,188.0,134.0,52.0,1.44,2.2094861660079053,121,237,173,226
450,嘉義縣梅山鄉,太興村,443,3.3566591422121896,3.6695652173913045,2.16,3.9050632911392404,144.0,171.0,84.0,36.0,1.3088235294117647,2.027586206896552,100,283,251,284
451,嘉義縣梅山鄉,安靖村,884,3.2138009049773757,3.6695652173913045,2.6823529411764704,3.9201277955271565,246.0,304.0,244.0,65.0,1.3012345679012345,2.149010477299185,171,384,317,387
452,嘉義縣梅山鄉,梅北村,4559,3.6411493748629087,3.578414839797639,2.315398886827458,3.6843872411863456,1502.0,1597.0,1093.0,211.0,1.0424339471577262,2.002952532364297,1151,2100,1745,2296
453,嘉義縣梅山鄉,梅南村,949,3.6206533192834565,3.728033472803347,1.7755102040816326,3.5049019607843137,238.0,326.0,282.0,72.0,1.0,2.20479302832244,255,540,405,543
454,嘉義縣梅山鄉,梅東村,2369,3.52849303503588,3.8370883882149047,2.0062111801242235,3.6208677685950414,736.0,755.0,636.0,162.0,1.0218921032056294,2.0978593272171255,668,1228,932,1220
455,嘉義縣梅山鄉,永興村,547,3.3839122486288846,3.9166666666666665,2.2,3.7884615384615383,151.0,176.0,171.0,29.0,1.1003460207612457,2.1480075901328273,100,305,234,315
456,嘉義縣梅山鄉,瑞里村,650,3.1323076923076925,4.854838709677419,2.896551724137931,3.9424778761061945,177.0,211.0,169.0,51.0,1.1533742331288344,2.1546052631578947,134,343,288,348
457,嘉義縣梅山鄉,碧湖村,299,3.1839464882943145,3.810810810810811,1.9743589743589745,3.6551724137931036,78.0,114.0,70.0,34.0,1.1849315068493151,2.2027027027027026,73,134,105,137
458,嘉義縣梅山鄉,過山村,556,3.3866906474820144,3.9022556390977443,2.365079365079365,3.6132075471698113,137.0,197.0,160.0,52.0,1.1345454545454545,2.2326007326007327,177,319,231,315
459,嘉義縣梅山鄉,龍眼村,428,3.25,4.365591397849462,1.5277777777777777,3.4615384615384617,96.0,145.0,109.0,54.0,1.165,2.2995049504950495,87,157,129,155
460,嘉義縣民雄鄉,三興村,1358,4.116347569955817,3.6546546546546548,1.9895833333333333,3.5609756097560976,419.0,571.0,263.0,55.0,1.0375647668393781,1.9648318042813455,353,739,520,742
461,嘉義縣民雄鄉,中和村,984,3.747967479674797,3.4307116104868913,2.826530612244898,3.7733333333333334,343.0,320.0,217.0,53.0,1.0,1.9785637727759915,247,491,389,498
462,嘉義縣民雄鄉,中央村,1378,3.5007256894049346,3.2622107969151672,3.087719298245614,3.9656652360515023,442.0,478.0,306.0,71.0,1.1142857142857143,2.004626060138782,370,654,479,644
463,嘉義縣民雄鄉,中樂村,1667,3.9094181163767248,3.388157894736842,2.02212389380531,3.7071742313323575,499.0,558.0,442.0,89.0,0.959417273673257,2.0761964735516374,423,891,673,906
464,嘉義縣民雄鄉,北斗村,5426,3.720604496866937,3.3810511756569848,2.749128919860627,3.662639405204461,1977.0,2126.0,937.0,135.0,1.0038797284190106,1.8512077294685991,1281,2504,1993,2551
