,site_id,village,edu_age_15up_total,EducationWeight,Merriage/NoMerriage,ordinary/single,FamilyWeight,18-38,39-59,60-80,81-100,Total_Ratio,18-59/60-100,Agree_x,Useful_x,Agree_y,Useful_y
18,南投縣仁愛鄉,中正村,926,3.4686825053995682,3.472340425531915,3.757575757575758,4.353503184713376,407.0,331.0,141.0,9.0,0.909952606635071,1.7207207207207207,110,543,485,542
19,南投縣仁愛鄉,互助村,1159,3.6272648835202763,3.9615384615384617,2.3206106870229006,4.07816091954023,436.0,424.0,237.0,21.0,1.0649926144756279,1.8595706618962433,191,662,553,678
20,南投縣仁愛鄉,力行村,526,3.3897338403041823,4.176991150442478,3.1956521739130435,4.051813471502591,189.0,205.0,101.0,14.0,1.0188087774294672,1.882121807465619,85,361,308,365
21,南投縣仁愛鄉,南豐村,1294,3.496908809891808,3.9235880398671097,2.8983050847457625,4.039130434782609,464.0,500.0,264.0,45.0,1.085135135135135,1.9135899450117833,429,666,562,701
22,南投縣仁愛鄉,合作村,642,3.367601246105919,4.333333333333333,3.30188679245283,4.254385964912281,241.0,235.0,106.0,15.0,1.0358056265984654,1.8241206030150754,80,218,274,327
23,南投縣仁愛鄉,大同村,1687,3.7172495554238294,3.8620689655172415,1.6037735849056605,3.8405797101449277,507.0,698.0,402.0,56.0,1.0328879753340185,2.00420926037282,460,914,683,875
24,南投縣仁愛鄉,新生村,416,3.7091346153846154,4.09375,2.810810810810811,3.978723404255319,161.0,148.0,92.0,9.0,1.0600858369098713,1.8756097560975609,65,299,240,291
25,南投縣仁愛鄉,春陽村,995,3.4743718592964825,3.981981981981982,3.382716049382716,4.267605633802817,387.0,360.0,183.0,22.0,1.0064516129032257,1.8319327731092436,121,520,376,444
26,南投縣仁愛鄉,榮興村,64,3.3125,4.923076923076923,0.7142857142857143,3.2222222222222223,7.0,20.0,23.0,8.0,1.4583333333333333,2.5517241379310347,2,19,15,17
27,南投縣仁愛鄉,法治村,814,3.3255528255528257,3.0251046025104604,3.3684210526315788,4.775100401606426,370.0,282.0,107.0,7.0,1.180327868852459,1.674934725848564,123,341,293,356
28,南投縣仁愛鄉,發祥村,793,3.3190416141235812,4.337349397590361,1.6791044776119404,3.7186629526462394,300.0,296.0,155.0,18.0,1.0700218818380745,1.858257477243173,142,451,393,448
29,南投縣仁愛鄉,精英村,695,3.4920863309352517,4.335616438356165,2.546666666666667,4.093984962406015,288.0,241.0,136.0,14.0,1.1135802469135803,1.817378497790869,112,299,277,323
30,南投縣仁愛鄉,翠華村,525,3.3066666666666666,4.084745762711864,1.3738317757009346,3.590551181102362,164.0,216.0,104.0,24.0,1.1088435374149659,1.9763779527559056,97,278,238,283
31,南投縣仁愛鄉,萬豐村,640,3.2703125,3.4069767441860463,4.023809523809524,4.454976303317536,275.0,261.0,85.0,9.0,1.0895522388059702,1.726984126984127,119,360,313,382
32,南投縣仁愛鄉,親愛村,1167,3.4901456726649527,3.860294117647059,2.906779661016949,3.9110629067245117,465.0,459.0,207.0,16.0,1.1669128508124076,1.8029642545771578,161,527,407,525
33,南投縣仁愛鄉,都達村,642,3.2741433021806854,3.8940397350993377,2.410958904109589,3.9357429718875503,246.0,253.0,115.0,9.0,1.1542553191489362,1.8186195826645264,101,326,285,341
34,南投縣信義鄉,人和村,1258,3.320349761526232,3.0808625336927222,2.5847457627118646,4.3947990543735225,529.0,450.0,204.0,21.0,1.162162162162162,1.7649501661129567,235,638,627,725
35,南投縣信義鄉,同富村,1499,3.314209472981988,3.4761904761904763,1.9074074074074074,3.5525477707006368,499.0,533.0,328.0,76.0,1.2047556142668427,1.9867688022284122,298,719,602,736
36,南投縣信義鄉,地利村,931,3.4199785177228788,3.1961538461538463,2.7011494252873565,4.34472049689441,392.0,343.0,148.0,15.0,1.1123388581952118,1.7616926503340757,152,591,511,591
37,南投縣信義鄉,愛國村,532,3.3815789473684212,3.557142857142857,1.6867469879518073,3.6053811659192827,165.0,191.0,128.0,33.0,1.3441295546558705,2.0560928433268857,120,266,206,266
38,南投縣信義鄉,新鄉村,618,3.6100323624595467,3.3233532934131738,3.3043478260869565,4.47979797979798,299.0,214.0,68.0,5.0,1.2111436950146628,1.6228668941979523,125,359,365,417
39,南投縣信義鄉,明德村,1590,3.4874213836477987,3.5579710144927534,1.8744588744588744,3.572289156626506,541.0,542.0,364.0,85.0,1.067065868263473,1.9954308093994777,446,783,680,816
40,南投縣信義鄉,望美村,1564,3.506393861892583,3.352112676056338,2.2947976878612715,4.157894736842105,647.0,609.0,224.0,28.0,1.1603665521191295,1.756631299734748,360,821,864,992
41,南投縣信義鄉,東埔村,1069,3.4855004677268475,2.960960960960961,2.68,4.334239130434782,490.0,358.0,158.0,16.0,1.0921052631578947,1.7064579256360077,242,646,651,735
42,南投縣信義鄉,潭南村,602,3.259136212624585,3.1588235294117646,3.188679245283019,4.337837837837838,290.0,211.0,51.0,8.0,1.1002638522427441,1.6017857142857144,116,335,291,372
