statistic_yyy,site_id,village,household_ordinary_total,household_business_total,household_single_total,household_ordinary_m,household_business_m,household_single_m,household_ordinary_f,household_business_f,household_single_f
統計年,區域別,村里名稱,共同生活戶_戶數,共同事業戶_戶數,單獨生活戶_戶數,共同生活戶_男,共同事業戶_男,單獨生活戶_男,共同生活戶_女,共同事業戶_女,單獨生活戶_女
106,新北市板橋區,留侯里,436,0,238,669,0,106,738,0,132
106,新北市板橋區,流芳里,389,0,251,620,0,110,696,0,141
106,新北市板橋區,赤松里,216,0,108,348,0,57,375,0,51
106,新北市板橋區,黃石里,297,0,139,501,0,67,507,0,72
106,新北市板橋區,挹秀里,484,0,296,760,0,144,828,0,152
106,新北市板橋區,湳興里,1411,0,916,2261,0,428,2444,0,488
106,新北市板橋區,新興里,815,0,702,1308,0,294,1327,0,408
106,新北市板橋區,社後里,1955,0,2922,3084,0,1990,3108,0,932
106,新北市板橋區,香社里,1127,0,465,1994,0,238,2003,0,227
106,新北市板橋區,中正里,1121,0,494,1957,0,242,2049,0,252
106,新北市板橋區,自強里,1418,0,638,2312,0,300,2426,0,338
106,新北市板橋區,自立里,768,0,329,1264,0,166,1359,0,163
106,新北市板橋區,光華里,722,0,386,1197,0,176,1194,0,210
106,新北市板橋區,國光里,1009,0,547,1556,0,280,1698,0,267
106,新北市板橋區,港尾里,796,0,318,1306,0,134,1425,0,184
106,新北市板橋區,金華里,1063,0,413,1835,0,193,1924,0,220
106,新北市板橋區,港德里,1296,0,640,2183,0,299,2216,0,341
106,新北市板橋區,民權里,711,0,376,1168,0,190,1220,0,186
106,新北市板橋區,建國里,938,0,495,1541,0,250,1678,0,245
106,新北市板橋區,漢生里,1138,0,524,1881,0,268,2023,0,256
106,新北市板橋區,公?里,1034,0,449,1775,0,227,1842,0,222
106,新北市板橋區,新民里,1220,0,511,1997,0,265,2123,0,246
106,新北市板橋區,幸福里,1063,0,457,1830,0,232,1846,0,225
106,新北市板橋區,忠誠里,1140,0,563,1786,0,276,1912,0,287
106,新北市板橋區,百壽里,727,0,357,1153,0,163,1242,0,194
106,新北市板橋區,介壽里,844,0,385,1323,0,195,1479,0,190
106,新北市板橋區,新埔里,546,0,331,888,0,159,941,0,172
106,新北市板橋區,華江里,2014,0,1183,3131,0,494,3495,0,689
106,新北市板橋區,江翠里,1255,0,578,2178,0,285,2207,0,293
106,新北市板橋區,純翠里,1452,0,649,2468,0,307,2558,0,342
106,新北市板橋區,溪頭里,1607,0,821,2710,0,385,2735,0,436
106,新北市板橋區,聯翠里,929,0,728,1478,0,313,1586,0,415
106,新北市板橋區,宏翠里,1242,0,934,1921,0,418,2073,0,516
106,新北市板橋區,仁翠里,750,0,360,1295,0,161,1358,0,199
106,新北市板橋區,新翠里,2085,0,1001,3465,0,450,3659,0,551
106,新北市板橋區,吉翠里,977,0,391,1722,0,186,1774,0,205
106,新北市板橋區,德翠里,1979,0,736,3336,0,385,3548,0,351
106,新北市板橋區,滿翠里,774,0,371,1331,0,157,1378,0,214
106,新北市板橋區,明翠里,1243,1,701,2073,1,333,2172,0,368
106,新北市板橋區,松翠里,893,0,495,1461,0,235,1550,0,260
106,新北市板橋區,柏翠里,1042,0,726,1693,0,332,1831,0,394
106,新北市板橋區,龍翠里,1331,0,688,2233,0,326,2361,0,362
106,新北市板橋區,華翠里,1010,0,386,1668,0,177,1791,0,209
106,新北市板橋區,忠翠里,2911,0,1523,4541,0,648,4939,0,875
106,新北市板橋區,嵐翠里,660,0,313,1145,0,153,1130,0,160
106,新北市板橋區,文翠里,1069,0,517,1811,0,249,1849,0,268
106,新北市板橋區,青翠里,794,0,419,1376,0,232,1313,0,187
106,新北市板橋區,懷翠里,1601,0,652,2747,0,328,2859,0,324
106,新北市板橋區,福翠里,351,0,213,582,0,108,583,0,105
106,新北市板橋區,港嘴里,1604,0,825,2674,0,422,2796,0,403
106,新北市板橋區,振興里,1141,0,542,1987,0,268,2065,0,274
106,新北市板橋區,振義里,1105,0,539,1879,0,259,1963,0,280
106,新北市板橋區,光復里,867,0,497,1504,0,247,1457,0,250
106,新北市板橋區,埔墘里,1635,0,938,2661,0,417,2862,0,521
106,新北市板橋區,長壽里,752,0,289,1314,0,142,1340,0,147
106,新北市板橋區,福壽里,877,0,393,1484,0,199,1545,0,194
106,新北市板橋區,海山里,2248,0,609,3773,0,298,4152,0,311
106,新北市板橋區,九如里,771,0,313,1290,0,131,1390,0,182
106,新北市板橋區,玉光里,1468,0,736,2325,0,346,2588,0,390
106,新北市板橋區,光仁里,770,0,281,1402,0,151,1428,0,130
106,新北市板橋區,埤墘里,1216,0,566,1997,0,261,2131,0,305
106,新北市板橋區,永安里,971,0,441,1576,0,205,1633,0,236
106,新北市板橋區,雙玉里,1134,0,438,1893,0,209,2035,0,229
106,新北市板橋區,廣新里,968,0,327,1703,0,155,1758,0,172
106,新北市板橋區,深丘里,2431,0,1304,3950,0,571,4117,0,733
106,新北市板橋區,香丘里,1055,0,417,1741,0,204,1836,0,213
106,新北市板橋區,西安里,736,0,313,1230,0,160,1302,0,153
106,新北市板橋區,東丘里,1231,0,447,2185,0,214,2299,0,233
106,新北市板橋區,長安里,1308,0,413,2219,0,205,2389,0,208
106,新北市板橋區,福丘里,1298,0,943,1941,0,404,2167,0,539
106,新北市板橋區,福祿里,1093,0,496,1695,0,242,1942,0,254
106,新北市板橋區,民族里,1386,0,416,2271,0,214,2477,0,202
106,新北市板橋區,國泰里,990,0,466,1591,0,215,1756,0,251
106,新北市板橋區,福德里,1384,0,620,2380,0,313,2399,0,307
106,新北市板橋區,景星里,902,0,593,1422,0,278,1567,0,315
106,新北市板橋區,福星里,957,0,403,1610,0,185,1720,0,218
106,新北市板橋區,鄉雲里,959,1,611,1574,4,266,1668,6,345
106,新北市板橋區,廣德里,1848,0,771,3089,0,357,3232,0,414
106,新北市板橋區,大豐里,1260,0,540,2150,0,248,2239,0,292
106,新北市板橋區,重慶里,2355,0,927,3999,0,445,4174,0,482
106,新北市板橋區,仁愛里,872,0,308,1490,0,140,1491,0,168
106,新北市板橋區,和平里,1095,0,559,1713,0,233,1884,0,326
106,新北市板橋區,廣福里,1086,0,485,1835,0,276,2006,0,209
106,新北市板橋區,華興里,1084,0,527,1815,0,254,1927,0,273
106,新北市板橋區,華貴里,712,0,317,1202,0,152,1283,0,165
106,新北市板橋區,華德里,1907,0,1054,3108,0,456,3233,0,598
106,新北市板橋區,華東里,1968,0,1239,3067,0,579,3211,0,660
106,新北市板橋區,信義里,1124,0,612,1883,0,297,1934,0,315
106,新北市板橋區,浮洲里,962,2,439,1778,128,239,1804,49,200
106,新北市板橋區,華中里,1410,0,523,2508,0,275,2517,0,248
106,新北市板橋區,僑中里,1104,0,408,1960,0,214,2013,0,194
106,新北市板橋區,中山里,1324,0,819,2129,0,400,2248,0,419
106,新北市板橋區,復興里,219,1,98,381,239,51,372,10,47
106,新北市板橋區,大安里,1041,0,487,1865,0,256,1843,0,231
106,新北市板橋區,福安里,668,0,337,1131,0,167,1167,0,170
106,新北市板橋區,聚安里,1436,0,583,2512,0,315,2532,0,268
106,新北市板橋區,龍安里,753,0,331,1282,0,160,1359,0,171
106,新北市板橋區,崑崙里,2655,0,1065,4650,0,483,4777,0,582
106,新北市板橋區,溪洲里,1614,0,586,2798,0,264,2910,0,322
106,新北市板橋區,溪北里,972,0,381,1668,0,188,1700,0,193
106,新北市板橋區,香雅里,679,0,318,1161,0,148,1180,0,170
106,新北市板橋區,新生里,1203,0,379,2086,0,185,2091,0,194
106,新北市板橋區,文德里,847,0,330,1454,0,156,1461,0,174
106,新北市板橋區,文化里,888,0,518,1482,0,237,1531,0,281
106,新北市板橋區,新海里,929,0,326,1742,0,152,1686,0,174
106,新北市板橋區,莒光里,777,0,389,1295,0,189,1359,0,200
106,新北市板橋區,富貴里,625,0,240,1043,0,111,1112,0,129
106,新北市板橋區,正泰里,831,0,280,1397,0,132,1539,0,148
106,新北市板橋區,民生里,604,0,314,960,0,142,1092,0,172
106,新北市板橋區,後埔里,1010,0,594,1653,0,296,1703,0,298
106,新北市板橋區,華福里,569,0,210,977,0,95,1012,0,115
106,新北市板橋區,堂春里,1157,0,352,2093,0,176,2130,0,176
106,新北市板橋區,成和里,1804,0,737,3066,0,358,3145,0,379
106,新北市板橋區,光榮里,719,0,303,1194,0,155,1173,0,148
106,新北市板橋區,民安里,584,0,277,924,0,133,1012,0,144
106,新北市板橋區,陽明里,745,0,320,1256,0,161,1323,0,159
106,新北市板橋區,朝陽里,901,0,371,1499,0,190,1675,0,181
106,新北市板橋區,松柏里,610,0,345,1030,0,186,1048,0,159
106,新北市板橋區,文聖里,1056,0,382,1788,0,188,1876,0,194
106,新北市板橋區,居仁里,869,0,364,1532,0,166,1532,0,198
106,新北市板橋區,莊敬里,1213,0,433,1976,0,187,2042,0,246
106,新北市板橋區,東安里,717,0,191,1249,0,103,1311,0,88
106,新北市板橋區,五權里,1136,0,441,1978,0,218,1936,0,223
106,新北市板橋區,溪福里,3921,0,1242,6888,0,601,7049,0,641
106,新北市板橋區,大觀里,984,0,359,1756,0,164,1827,0,195
106,新北市板橋區,歡園里,328,0,152,604,0,88,585,0,64
106,新北市三重區,大有里,1362,0,633,2426,0,323,2462,0,310
106,新北市三重區,二重里,419,0,162,765,0,92,757,0,70
106,新北市三重區,頂崁里,597,0,283,1047,0,162,1075,0,121
106,新北市三重區,谷王里,237,0,113,466,0,66,435,0,47
106,新北市三重區,中興里,955,0,609,1708,0,333,1722,0,276
106,新北市三重區,德厚里,96,0,74,156,0,38,164,0,36
106,新北市三重區,成功里,1649,0,1120,2612,0,522,2848,0,598
106,新北市三重區,福祉里,1459,0,845,2397,0,392,2525,0,453
106,新北市三重區,福民里,919,0,446,1579,0,226,1663,0,220
106,新北市三重區,過田里,2100,0,3063,3309,0,2017,3296,0,1046
106,新北市三重區,錦田里,535,0,304,926,0,142,916,0,162
106,新北市三重區,重明里,975,0,499,1631,0,230,1690,0,269
106,新北市三重區,光田里,1165,0,782,1890,0,355,1931,0,427
106,新北市三重區,光陽里,1664,0,941,2758,0,461,2820,0,480
106,新北市三重區,田心里,1088,0,517,1865,0,253,1863,0,264
106,新北市三重區,福田里,945,0,312,1724,0,140,1656,0,172
106,新北市三重區,田中里,1698,0,639,2969,0,320,3092,0,319
106,新北市三重區,田安里,1634,0,794,2757,0,372,2954,0,422
106,新北市三重區,三民里,902,0,397,1572,0,202,1611,0,195
106,新北市三重區,光明里,1970,0,1090,3326,0,519,3476,0,571
106,新北市三重區,光正里,616,0,684,944,0,334,977,0,350
106,新北市三重區,同安里,361,0,228,638,0,131,643,0,97
106,新北市三重區,同慶里,465,0,267,774,0,139,781,0,128
106,新北市三重區,菜寮里,576,0,332,980,0,165,1061,0,167
106,新北市三重區,永春里,510,0,290,885,0,145,923,0,145
106,新北市三重區,中正里,352,0,221,602,0,109,582,0,112
106,新北市三重區,吉利里,351,0,277,583,0,150,610,0,127
106,新北市三重區,大同里,491,0,436,776,0,193,824,0,243
106,新北市三重區,中民里,337,0,199,564,0,110,591,0,89
106,新北市三重區,平和里,402,0,238,699,0,122,647,0,116
106,新北市三重區,大安里,433,0,243,743,0,127,751,0,116
106,新北市三重區,仁德里,506,0,355,861,0,182,835,0,173
106,新北市三重區,忠孝里,444,0,303,737,0,170,774,0,133
106,新北市三重區,仁義里,322,0,180,571,0,94,572,0,86
106,新北市三重區,光榮里,357,0,296,572,0,150,606,0,146
106,新北市三重區,光輝里,404,0,228,669,0,121,690,0,107
106,新北市三重區,福星里,281,0,240,428,0,111,465,0,129
106,新北市三重區,福利里,583,0,445,856,0,211,1021,0,234
106,新北市三重區,清和里,971,0,875,1465,0,403,1613,0,472
106,新北市三重區,永興里,313,0,305,511,0,142,546,0,163
106,新北市三重區,中山里,714,0,490,1141,0,246,1218,0,244
106,新北市三重區,大園里,706,0,426,1277,0,192,1220,0,234
106,新北市三重區,國隆里,722,0,387,1196,0,171,1256,0,216
106,新北市三重區,重陽里,959,0,476,1651,0,240,1723,0,236
106,新北市三重區,民生里,1132,0,612,1905,0,320,2016,0,292
106,新北市三重區,重新里,369,0,242,631,0,117,658,0,125
106,新北市三重區,正德里,304,0,203,484,0,101,521,0,102
106,新北市三重區,正義里,483,0,284,833,0,131,807,0,153
106,新北市三重區,正安里,498,0,355,819,0,177,878,0,178
106,新北市三重區,自強里,466,0,285,774,0,147,834,0,138
106,新北市三重區,文化里,615,0,353,1042,0,181,1086,0,172
106,新北市三重區,中央里,462,0,395,747,0,195,769,0,200
106,新北市三重區,雙園里,225,0,190,402,0,99,406,0,91
106,新北市三重區,錦通里,384,0,273,621,0,130,657,0,143
106,新北市三重區,錦安里,482,0,308,773,0,151,853,0,157
106,新北市三重區,長安里,579,0,320,992,0,162,1003,0,158
106,新北市三重區,光華里,502,0,394,832,0,186,847,0,208
106,新北市三重區,長生里,230,0,150,381,0,64,379,0,86
106,新北市三重區,開元里,391,0,282,632,0,146,644,0,136
106,新北市三重區,大德里,212,0,141,339,0,64,376,0,77
106,新北市三重區,長元里,648,0,384,1112,0,188,1074,0,196
106,新北市三重區,長江里,522,0,381,869,0,188,882,0,193
106,新北市三重區,長泰里,585,0,351,988,0,187,1010,0,164
106,新北市三重區,長福里,396,0,244,663,0,114,719,0,130
106,新北市三重區,介壽里,310,0,207,515,0,97,524,0,110
106,新北市三重區,萬壽里,523,0,311,889,0,143,923,0,168
106,新北市三重區,錦江里,608,0,329,1050,0,171,1075,0,158
106,新北市三重區,龍濱里,851,0,398,1451,0,208,1586,0,190
106,新北市三重區,龍門里,488,0,291,823,0,144,852,0,147
106,新北市三重區,秀江里,346,0,204,614,0,100,635,0,104
106,新北市三重區,奕壽里,443,0,339,766,0,146,738,0,193
106,新北市三重區,三安里,667,0,545,1063,0,239,1105,0,306
106,新北市三重區,福安里,790,0,482,1335,0,238,1361,0,244
106,新北市三重區,信安里,520,0,338,821,0,173,901,0,165
106,新北市三重區,安慶里,560,0,350,900,0,166,942,0,184
106,新北市三重區,幸福里,1213,0,661,2047,0,327,2121,0,334
106,新北市三重區,六合里,972,0,516,1695,0,265,1730,0,251
106,新北市三重區,六福里,1514,0,508,2704,0,237,2760,0,271
106,新北市三重區,順德里,565,0,311,1037,0,162,989,0,149
106,新北市三重區,承德里,470,0,188,877,0,100,863,0,88
106,新北市三重區,瑞德里,607,0,318,1085,0,165,1135,0,153
106,新北市三重區,崇德里,1025,0,521,1865,0,252,1804,0,269
106,新北市三重區,厚德里,1003,0,460,1689,0,230,1739,0,230
106,新北市三重區,維德里,814,0,363,1370,0,176,1424,0,187
106,新北市三重區,尚德里,816,0,411,1382,0,191,1471,0,220
106,新北市三重區,培德里,991,0,462,1730,0,240,1772,0,222
106,新北市三重區,永德里,1353,0,563,2329,0,271,2414,0,292
106,新北市三重區,永盛里,899,0,374,1545,0,182,1632,0,192
106,新北市三重區,永福里,1466,0,549,2490,0,292,2705,0,257
106,新北市三重區,永清里,1480,0,550,2603,0,243,2730,0,307
106,新北市三重區,永安里,1154,0,407,1967,0,208,2077,0,199
106,新北市三重區,永煇里,667,0,295,1206,0,147,1139,0,148
106,新北市三重區,溪美里,2131,0,1200,3545,0,557,3700,0,643
106,新北市三重區,福隆里,1258,0,567,2038,0,271,2224,0,296
106,新北市三重區,五常里,1098,0,383,1987,0,212,2061,0,171
106,新北市三重區,五福里,1016,0,645,1643,0,323,1795,0,322
106,新北市三重區,仁忠里,832,0,428,1422,0,231,1482,0,197
106,新北市三重區,慈福里,597,0,358,984,0,198,973,0,160
106,新北市三重區,慈生里,574,0,317,1007,0,161,1061,0,156
106,新北市三重區,慈惠里,545,0,295,982,0,144,984,0,151
106,新北市三重區,慈愛里,908,0,466,1549,0,234,1623,0,232
106,新北市三重區,慈化里,675,0,262,1154,0,143,1264,0,119
106,新北市三重區,慈祐里,1243,0,548,2199,0,288,2228,0,260
106,新北市三重區,五華里,1393,0,704,2308,0,342,2480,0,362
106,新北市三重區,富貴里,1604,0,1176,2563,0,519,2778,0,657
106,新北市三重區,富華里,865,0,459,1472,0,237,1462,0,222
106,新北市三重區,富福里,545,0,238,931,0,119,1006,0,119
106,新北市三重區,碧華里,1927,0,1597,3030,0,731,3216,0,866
106,新北市三重區,五谷里,449,0,288,783,0,155,733,0,133
106,新北市三重區,博愛里,1240,0,429,2162,0,207,2273,0,222
106,新北市三重區,福德里,1028,0,682,1627,0,333,1826,0,349
106,新北市三重區,永吉里,848,0,361,1349,0,176,1464,0,185
106,新北市三重區,永發里,1584,0,601,2785,0,311,2769,0,290
106,新北市三重區,永順里,1416,0,493,2433,0,238,2607,0,255
106,新北市三重區,永豐里,1617,0,533,2850,0,263,2959,0,270
106,新北市三重區,立德里,901,0,417,1547,0,200,1621,0,217
106,新北市三重區,福樂里,1026,0,509,1709,0,243,1719,0,266
106,新北市三重區,仁華里,1094,0,599,1873,0,275,1930,0,324
106,新北市三重區,五順里,1058,0,451,1857,0,221,1865,0,230
106,新北市中和區,中原里,1435,0,1044,2313,0,536,2486,0,508
106,新北市中和區,平河里,2424,0,1388,3990,0,635,4191,0,753
106,新北市中和區,信和里,1147,0,499,2002,0,251,1996,0,248
106,新北市中和區,仁和里,1139,0,425,1985,0,224,2027,0,201
106,新北市中和區,中正里,1071,0,495,1824,0,233,1908,0,262
106,新北市中和區,建和里,949,0,472,1609,0,218,1633,0,254
106,新北市中和區,連和里,570,0,681,856,0,289,942,0,392
106,新北市中和區,連城里,1713,0,899,2748,0,439,3036,0,460
106,新北市中和區,力行里,1685,0,802,2721,0,360,2912,0,442
106,新北市中和區,枋寮里,990,0,534,1653,0,241,1675,0,293
106,新北市中和區,漳和里,940,0,635,1518,0,295,1593,0,340
106,新北市中和區,廟美里,1190,0,567,1968,0,261,2053,0,306
106,新北市中和區,福真里,1072,0,661,1822,0,307,1858,0,354
106,新北市中和區,福善里,1093,0,742,1736,0,315,1849,0,427
106,新北市中和區,福美里,1159,0,553,1966,0,282,2057,0,271
106,新北市中和區,福祥里,1350,0,751,2230,0,340,2280,0,411
106,新北市中和區,瓦??里,1439,0,821,2380,0,402,2544,0,419
106,新北市中和區,福和里,997,0,502,1630,0,258,1688,0,244
106,新北市中和區,佳和里,1289,0,825,2010,0,373,2175,0,452
106,新北市中和區,安樂里,953,0,655,1450,0,286,1595,0,369
106,新北市中和區,安和里,835,0,543,1288,0,223,1348,0,320
106,新北市中和區,安平里,1538,0,1173,2354,0,523,2529,0,650
106,新北市中和區,中安里,1137,0,961,1679,0,408,1824,0,553
106,新北市中和區,泰安里,943,0,515,1488,0,227,1626,0,288
106,新北市中和區,新南里,2211,0,1352,3376,0,568,3772,0,784
106,新北市中和區,南山里,1421,0,798,2271,0,379,2390,0,419
106,新北市中和區,秀山里,1226,0,579,1985,0,269,2131,0,310
106,新北市中和區,秀成里,957,0,429,1588,0,198,1637,0,231
106,新北市中和區,秀福里,1261,0,699,2036,0,337,2137,0,362
106,新北市中和區,秀景里,1667,0,1203,2612,0,565,2694,0,638
106,新北市中和區,秀明里,1301,0,1082,1944,0,458,2132,0,624
106,新北市中和區,秀峰里,1154,0,938,1733,0,374,1916,0,564
106,新北市中和區,秀仁里,893,0,538,1388,0,261,1481,0,277
106,新北市中和區,頂南里,806,0,328,1370,0,155,1456,0,173
106,新北市中和區,華新里,1968,1,907,3243,1,398,3440,0,509
106,新北市中和區,東南里,1123,0,647,1821,0,327,1895,0,320
106,新北市中和區,華南里,1349,0,763,2224,0,353,2262,0,410
106,新北市中和區,忠孝里,1267,0,588,2195,0,311,2264,0,277
106,新北市中和區,崇南里,1066,0,673,1705,0,293,1792,0,380
106,新北市中和區,景南里,846,0,483,1342,0,223,1445,0,260
106,新北市中和區,橫路里,84,0,46,156,0,30,155,0,16
106,新北市中和區,內南里,1315,0,531,2439,0,281,2382,0,250
106,新北市中和區,壽南里,608,0,343,1076,0,177,1047,0,166
106,新北市中和區,外南里,1568,0,2554,2434,0,1754,2493,0,800
106,新北市中和區,復興里,1377,0,710,2213,0,315,2458,0,395
106,新北市中和區,和興里,1179,0,701,1906,0,313,2029,0,388
106,新北市中和區,景平里,1403,0,1092,2145,0,471,2317,0,621
106,新北市中和區,景新里,922,0,546,1520,0,238,1610,0,308
106,新北市中和區,景福里,1394,0,1108,2188,0,490,2394,0,618
106,新北市中和區,景安里,1281,0,736,2002,0,368,2102,0,368
106,新北市中和區,景文里,879,0,622,1440,0,258,1455,0,364
106,新北市中和區,錦和里,1513,0,542,2579,0,274,2714,0,268
106,新北市中和區,錦昌里,606,0,358,1039,0,169,973,0,189
106,新北市中和區,灰??里,179,0,68,396,0,48,368,0,20
106,新北市中和區,積穗里,2147,0,1319,3529,0,594,3699,0,725
106,新北市中和區,民享里,680,0,257,1162,0,125,1188,0,132
106,新北市中和區,員山里,1797,0,982,2950,0,427,3007,0,555
106,新北市中和區,嘉穗里,721,0,300,1289,0,153,1311,0,147
106,新北市中和區,文元里,1404,0,639,2384,0,310,2474,0,329
106,新北市中和區,嘉新里,1053,0,428,1896,0,203,1900,0,225
106,新北市中和區,民安里,1342,0,534,2303,0,282,2342,0,252
106,新北市中和區,安穗里,1231,0,604,2011,0,310,2147,0,294
106,新北市中和區,瑞穗里,631,0,359,1008,0,158,1155,0,201
106,新北市中和區,明穗里,1198,0,484,2105,0,244,2132,0,240
106,新北市中和區,清穗里,856,0,422,1484,0,221,1460,0,201
106,新北市中和區,自強里,1325,0,586,2278,0,306,2323,0,280
106,新北市中和區,德穗里,1201,0,565,2025,0,263,2098,0,302
106,新北市中和區,民生里,1111,0,653,1748,0,303,1894,0,350
106,新北市中和區,國光里,1062,0,441,1771,0,218,1861,0,223
106,新北市中和區,壽德里,1254,0,577,2039,0,246,2194,0,331
106,新北市中和區,明德里,1061,0,502,1798,0,248,1832,0,254
106,新北市中和區,秀水里,997,0,573,1587,0,264,1696,0,309
106,新北市中和區,德行里,1792,0,1037,2873,0,464,3017,0,573
106,新北市中和區,宜安里,474,0,349,737,0,166,786,0,183
106,新北市中和區,安順里,1181,0,790,1779,0,343,1908,0,447
106,新北市中和區,秀義里,687,0,406,1171,0,206,1166,0,200
106,新北市中和區,秀士里,627,0,443,1012,0,218,1061,0,225
106,新北市中和區,興南里,795,0,489,1349,0,242,1443,0,247
106,新北市中和區,景本里,560,0,321,915,0,142,960,0,179
106,新北市中和區,福南里,1141,0,431,1913,0,194,2111,0,237
106,新北市中和區,中興里,1841,0,950,3038,0,413,3166,0,537
106,新北市中和區,吉興里,811,0,480,1265,0,203,1387,0,277
106,新北市中和區,中山里,735,0,369,1245,0,176,1280,0,193
106,新北市中和區,碧河里,1106,0,645,1878,0,292,1918,0,353
106,新北市中和區,錦中里,1126,0,503,1977,0,224,2039,0,279
106,新北市中和區,錦盛里,1062,0,399,1804,0,192,1898,0,207
106,新北市中和區,民有里,751,0,359,1245,0,181,1279,0,178
106,新北市中和區,員富里,878,0,497,1520,0,260,1524,0,237
106,新北市中和區,嘉慶里,1176,0,493,2004,0,255,2061,0,238
106,新北市中和區,冠穗里,916,0,381,1582,0,184,1528,0,197
106,新北市中和區,國華里,873,0,435,1493,0,213,1534,0,222
106,新北市中和區,正南里,924,0,447,1639,0,218,1613,0,229
106,新北市中和區,正行里,787,1,474,1240,8,221,1352,9,253
106,新北市永和區,福林里,943,0,498,1498,0,225,1564,0,273
106,新北市永和區,文化里,726,0,480,1147,0,217,1252,0,263
106,新北市永和區,豫溪里,1097,0,1561,1613,0,920,1764,0,641
106,新北市永和區,光明里,834,0,483,1225,0,204,1452,0,279
106,新北市永和區,仁愛里,695,0,466,1094,0,226,1207,0,240
106,新北市永和區,永貞里,929,0,528,1455,0,242,1621,0,286
106,新北市永和區,永福里,766,0,391,1209,0,188,1275,0,203
106,新北市永和區,民治里,803,0,419,1201,0,170,1428,0,249
106,新北市永和區,永成里,237,0,201,424,0,83,416,0,118
106,新北市永和區,忠義里,210,0,105,400,0,49,362,0,56
106,新北市永和區,永元里,1310,0,647,2025,0,281,2334,0,366
106,新北市永和區,秀林里,1025,0,490,1651,0,259,1797,0,231
106,新北市永和區,保安里,2013,0,965,3183,0,417,3450,0,548
106,新北市永和區,中溪里,1375,0,713,2291,0,339,2328,0,374
106,新北市永和區,永安里,1133,0,674,1732,0,257,1872,0,417
106,新北市永和區,民族里,1317,0,591,2070,0,248,2249,0,343
106,新北市永和區,民權里,1270,0,492,2087,0,211,2203,0,281
106,新北市永和區,中興里,788,0,553,1180,0,228,1343,0,325
106,新北市永和區,勵行里,295,0,280,509,0,111,515,0,169
106,新北市永和區,秀朗里,1085,0,502,1819,0,229,1861,0,273
106,新北市永和區,秀成里,801,0,398,1304,0,199,1360,0,199
106,新北市永和區,上溪里,490,0,438,755,0,191,857,0,247
106,新北市永和區,竹林里,1004,0,539,1593,0,239,1697,0,300
106,新北市永和區,雙和里,1045,0,674,1601,0,284,1845,0,390
106,新北市永和區,安和里,1028,0,710,1581,0,309,1787,0,401
106,新北市永和區,水源里,1114,0,554,1768,0,262,1891,0,292
106,新北市永和區,協和里,752,0,555,1235,0,248,1275,0,307
106,新北市永和區,河堤里,857,0,684,1316,0,300,1418,0,384
106,新北市永和區,頂溪里,661,0,421,1034,0,178,1109,0,243
106,新北市永和區,潭墘里,1232,0,701,1919,0,286,2187,0,415
106,新北市永和區,潭安里,1332,0,684,2116,0,321,2263,0,363
106,新北市永和區,大新里,699,0,516,1019,0,217,1172,0,299
106,新北市永和區,保平里,1340,0,637,2095,0,306,2330,0,331
106,新北市永和區,民本里,1098,0,525,1783,0,228,1966,0,297
106,新北市永和區,民樂里,1308,0,660,2141,0,323,2238,0,337
106,新北市永和區,光復里,464,0,302,695,0,122,788,0,180
106,新北市永和區,復興里,610,0,421,971,0,198,1050,0,223
106,新北市永和區,福和里,1416,0,897,2137,0,394,2367,0,503
106,新北市永和區,得和里,1176,0,666,1800,0,307,1998,0,359
106,新北市永和區,智光里,900,0,489,1478,0,222,1569,0,267
106,新北市永和區,新生里,218,0,144,378,0,75,357,0,69
106,新北市永和區,大同里,256,0,153,419,0,81,423,0,72
106,新北市永和區,前溪里,551,0,432,805,0,203,935,0,229
106,新北市永和區,和平里,1335,0,774,2073,0,358,2253,0,416
106,新北市永和區,新?里,596,0,388,957,0,186,967,0,202
106,新北市永和區,下溪里,1054,0,555,1750,0,268,1864,0,287
106,新北市永和區,秀和里,1393,0,670,2164,0,311,2362,0,359
106,新北市永和區,河濱里,897,0,448,1422,0,210,1483,0,238
106,新北市永和區,民生里,1131,0,426,1810,0,197,2050,0,229
106,新北市永和區,秀得里,724,0,344,1198,0,152,1282,0,192
106,新北市永和區,上林里,938,0,575,1490,0,270,1621,0,305
106,新北市永和區,網溪里,325,0,182,542,0,86,527,0,96
106,新北市永和區,正興里,592,0,421,886,0,180,1011,0,241
106,新北市永和區,永興里,858,0,467,1359,0,212,1516,0,255
106,新北市永和區,桂林里,982,0,534,1611,0,236,1735,0,298
106,新北市永和區,店街里,1114,0,784,1599,0,330,1909,0,454
106,新北市永和區,信義里,674,0,560,1004,0,237,1153,0,323
106,新北市永和區,後溪里,497,0,358,777,0,153,798,0,205
106,新北市永和區,民富里,849,0,306,1435,0,148,1514,0,158
106,新北市永和區,秀元里,879,0,360,1397,0,157,1482,0,203
106,新北市永和區,永樂里,653,0,488,965,0,194,1108,0,294
106,新北市永和區,保順里,2865,0,1500,4347,0,634,4854,0,866
106,新北市新莊區,海山里,1457,0,666,2424,0,317,2592,0,349
106,新北市新莊區,頭前里,2007,0,1677,3288,0,835,3511,0,842
106,新北市新莊區,國泰里,403,0,172,721,0,102,723,0,70
106,新北市新莊區,全安里,1200,0,606,2022,0,274,2114,0,332
106,新北市新莊區,福基里,1095,0,900,1847,0,431,1856,0,469
