鄉鎮市區,村里,納稅單位,綜合所得總額,平均數,中位數,第一分位數,第三分位數,標準差,變異係數
北港鎮,西勢里,253,190963,755,548,336,938,742.20,98.33
北港鎮,仁和里,150,137087,914,551,305,997,1870.96,204.72
北港鎮,賜福里,98,65115,664,545,348,726,615.96,92.70
北港鎮,公館里,142,95490,672,542,291,833,554.82,82.51
北港鎮,大同里,323,237145,734,584,347,935,602.69,82.09
北港鎮,仁安里,129,111811,867,718,412,1055,842.22,97.17
北港鎮,華勝里,1464,1155993,790,630,330,1009,715.21,90.58
北港鎮,光復里,508,409671,806,617,372,1019,670.06,83.09
北港鎮,新街里,1943,1590503,819,635,363,1070,690.81,84.39
北港鎮,劉厝里,298,196883,661,530,302,836,656.23,99.33
北港鎮,後溝里,191,130614,684,529,314,873,543.46,79.47
北港鎮,新厝里,85,50577,595,552,283,783,398.83,67.03
北港鎮,府番里,175,113141,647,572,323,800,503.04,77.81
北港鎮,草湖里,250,161178,645,466,242,865,641.81,99.55
北港鎮,溝皂里,196,140203,715,523,307,818,852.29,119.15
北港鎮,番溝里,132,82122,622,493,323,844,480.04,77.16
北港鎮,大北里,94,58814,626,458,284,731,678.28,108.41
北港鎮,好收里,310,208579,673,557,349,847,502.06,74.62
北港鎮,樹腳里,755,573400,759,593,332,965,692.05,91.12
北港鎮,扶朝里,176,99684,566,437,238,774,462.98,81.74
北港鎮,水埔里,94,65338,695,527,339,896,580.92,83.57
北港鎮,其他,0,0,0,0,0,0,0.00,0.00
北港鎮,合計,8751,6625645,757,583,328,956,724.17,95.65
古坑鄉,古坑村,553,369412,668,526,330,798,664.10,99.41
古坑鄉,朝陽村,555,420982,759,578,346,925,869.57,114.64
古坑鄉,西平村,361,258151,715,570,329,909,587.19,82.11
古坑鄉,永光村,467,312240,669,497,298,775,943.77,141.15
古坑鄉,永昌村,468,324756,694,560,339,847,550.75,79.37
古坑鄉,湳仔村,149,95227,639,487,295,894,497.68,77.87
古坑鄉,水碓村,262,176428,673,551,301,836,543.67,80.74
