鄉鎮市區,村里,納稅單位,綜合所得總額,平均數,中位數,第一分位數,第三分位數,標準差,變異係數
羅東鎮,新?里,812,600656,740,543,343,925,827.76,111.9
羅東鎮,羅莊里,976,755341,774,580,342,992,780.34,100.83
羅東鎮,仁德里,359,275845,768,555,361,925,834.63,108.62
羅東鎮,漢民里,1118,843859,755,555,324,938,719.45,95.32
羅東鎮,西安里,866,642509,742,614,350,955,580.06,78.18
羅東鎮,信義里,1005,881221,877,654,391,1121,824.26,94
羅東鎮,公正里,923,774940,840,627,356,1036,872.28,103.89
羅東鎮,大新里,434,390371,899,554,334,991,1620.06,180.11
羅東鎮,南昌里,727,595622,819,612,369,1004,820.02,100.09
羅東鎮,集祥里,305,257745,845,538,286,1003,945.8,111.92
羅東鎮,南豪里,412,316476,768,589,332,993,646.78,84.2
羅東鎮,樹林里,1256,1167500,930,669,393,1191,834.33,89.76
羅東鎮,維揚里,925,764994,827,627,380,1019,801.27,96.89
羅東鎮,開明里,378,280663,742,558,339,889,719.3,96.88
羅東鎮,中山里,410,278711,680,516,274,838,628.93,92.52
羅東鎮,仁和里,254,169685,668,493,279,865,619.16,92.68
羅東鎮,國華里,1454,1303218,896,660,373,1128,846.26,94.42
羅東鎮,其他,0,0,0,0,0,0,0,0
羅東鎮,合計,18389,15041738,818,604,353,1015,832.48,101.77
五結鄉,五結村,1093,826942,757,593,362,964,601.08,79.45
五結鄉,協和村,937,696227,743,560,333,917,701.57,94.42
五結鄉,大吉村,1007,686393,682,550,345,873,546.35,80.15
五結鄉,福興村,567,430781,760,561,312,963,742.59,97.74
五結鄉,三興村,642,478780,746,579,354,936,650.71,87.25
五結鄉,鎮安村,779,561705,721,591,379,920,567.79,78.74
五結鄉,中興村,413,290910,704,558,323,888,595.51,84.54
五結鄉,四結村,813,716539,881,609,381,1081,859.3,97.5
五結鄉,上四村,497,343630,691,542,343,912,521.74,75.46
五結鄉,二結村,592,487848,824,628,403,1033,788.42,95.67
